name best pop_50 pop_100 pop_150 
circuit_3_pr264 27638.991112568947 53754.95433023584 64398.67197931032 31900.381706154316 
gaussian_12 9.552591828115276 19.013343699676188 13.676242113391664 13.773073827739916 
circuit_2_pr124 41642.85784196342 73064.1796331343 68862.61925074089 65662.53196836347 
uniform_7 10.412223240448508 13.623475576035819 13.108915713985972 13.623475576035819 
circuit_17_u159 21985.05744999775 38255.98465144466 36442.1382813123 26436.17437102821 
city_8_fnl4461_l 23146.14845688299 25374.86842068101 25715.850784835813 25945.83242760556 
uniform_11 9.783692850997902 12.96308735300977 12.96308735300977 14.670299412938807 
city_13_gr202 129.11625632038397 247.3531724117945 239.35631942018696 248.4464909685881 
gaussian_6 8.777777827798355 11.96052617394801 16.620089081358127 12.841385758873754 
gaussian_1 10.008134577082057 16.0189695462819 16.774915753591184 22.057796582615442 
circuit_20_pr226 40046.73827823757 45941.13167775685 69083.87864746957 43372.332850366874 
gaussian_18 9.899552640652557 15.172398770278114 15.172398770278114 15.172398770278114 
uniform_21 10.138404955587808 20.044033276013714 15.430223472897575 16.307186200195307 
uniform_16 11.001379591610311 15.883776988244216 14.725906819608094 15.524950656969745 
uniform_0 9.887239424920917 14.840008501106619 13.884562441592953 14.840008501106619 
city_3_usa13509_lr 2049627.2190383386 3902478.2933048354 3894121.0570770656 2251343.2570609874 
gaussian_15 8.89081707677772 13.80186859302294 12.644774910181733 14.456290396309749 
city_15_gr666_r 141.76532519943638 173.3101722076633 170.3263803132889 257.90617980375293 
gaussian_22 9.903843081742664 15.26990285197584 15.983378714381104 17.976128069456223 
circuit_12_d198 5892.451976422574 10763.569954240358 11036.189326306556 11382.565952093642 
city_9_fnl4461_r 26554.05087236794 73986.40831792267 33356.58824768521 29736.378714481805 
city_7_gr137 251.69308219614834 542.9252423630256 291.8761571418038 411.3869836187242 
gaussian_10 8.91670336959902 17.004271335799807 14.46101713322597 17.08827418699626 
gaussian_9 9.564111645708609 15.287875618568775 18.302193787892154 14.169722900531053 
circuit_19_pr439 35145.6570176364 64747.68506220102 40222.62584537556 38775.07633420728 
circuit_8_pcb1173 6306.75558890751 11470.547443077252 11481.365394345565 6818.702753123289 
uniform_8 10.53944138667348 14.695317049460542 16.23431267815436 16.465545308033438 
uniform_13 9.621053809467728 13.841131941910426 13.841131941910426 13.841131941910426 
uniform_24 10.461257553504677 15.725969806661581 15.725969806661581 15.725969806661581 
circuit_7_pr152 37500.60119379369 46650.817824354315 45803.865803726185 42490.3899151951 
gaussian_4 9.625527128183277 16.787906220244206 22.087484002318764 19.53906515839529 
uniform_5 9.683016000731712 15.29633406342327 15.610658530689303 14.432474739326386 
city_2_usa13509_ul 2456647.3733509243 4732580.222264979 4754480.01549078 2687285.9305922384 
