name best iter_.01 iter_.03 iter_1 
circuit_3_pr264 27638.991112568947 64034.49144113927 52997.7415611701 42485.09983867438 
gaussian_12 9.552591828115276 13.198452549658668 13.24845027418122 13.676242113391664 
circuit_2_pr124 41642.85784196342 93001.71591476855 51795.83603594517 95932.96898617197 
uniform_7 10.412223240448508 13.094489655615186 13.623475576035819 13.623475576035819 
circuit_17_u159 21985.05744999775 25700.263451919498 37148.058386590965 36655.25830891504 
city_8_fnl4461_l 23146.14845688299 25903.44206831775 64585.497548730375 45644.927764750304 
uniform_11 9.783692850997902 12.606459863659557 13.38740426256618 12.96308735300977 
city_13_gr202 129.11625632038397 237.33085210118657 246.79095930410185 251.7999810896682 
gaussian_6 8.777777827798355 13.751093126595336 16.853403885556414 11.674917483067032 
gaussian_1 10.008134577082057 17.71749887256131 16.774915753591184 17.078604115605582 
circuit_20_pr226 40046.73827823757 42820.8576797948 42509.368614579646 42870.149501470085 
gaussian_18 9.899552640652557 15.172398770278114 15.172398770278114 14.176418726653242 
uniform_21 10.138404955587808 15.611670146944421 17.331270901743675 15.430223472897575 
uniform_16 11.001379591610311 15.895401329411175 15.171605890960905 16.107968193219616 
uniform_0 9.887239424920917 16.302453589931105 14.840008501106619 13.408573377966617 
city_3_usa13509_lr 2049627.2190383386 3896717.219964907 3881351.9346342417 2190570.6770556066 
gaussian_15 8.89081707677772 14.991132490461352 14.456290396309749 12.514054143780045 
city_15_gr666_r 141.76532519943638 249.19450731514348 163.85059174657187 173.9939787205323 
gaussian_22 9.903843081742664 15.26990285197584 14.410840113914034 16.745671511814887 
circuit_12_d198 5892.451976422574 9043.716101365588 6707.32767711453 6781.553272471737 
city_9_fnl4461_r 26554.05087236794 52335.92444490187 29831.999893572967 51068.54521425182 
city_7_gr137 251.69308219614834 552.0559083025721 308.98417586617325 421.982157227569 
gaussian_10 8.91670336959902 14.46101713322597 13.161187975484111 16.48745883210496 
gaussian_9 9.564111645708609 15.413949946597597 14.055478023705131 14.10375520907427 
circuit_19_pr439 35145.6570176364 65684.22831114987 39454.73108053975 65133.3606557223 
circuit_8_pcb1173 6306.75558890751 7468.115600736016 7169.804590711226 6717.367719696638 
uniform_8 10.53944138667348 16.23431267815436 16.23431267815436 15.869043987029407 
uniform_13 9.621053809467728 13.841131941910426 17.576819198915683 13.841131941910426 
uniform_24 10.461257553504677 14.748169487281139 15.725969806661581 16.139533877882258 
circuit_7_pr152 37500.60119379369 42164.92685622387 60544.095087448644 59161.87986522423 
gaussian_4 9.625527128183277 17.149623375446797 21.27669313669573 19.615393771800026 
uniform_5 9.683016000731712 13.842364852336093 15.29633406342327 15.29633406342327 
city_2_usa13509_ul 2456647.3733509243 2647219.3330381406 6783804.86399294 2700904.903824075 
