name best iter_50 iter_100 iter_150 
circuit_3_pr264 27638.991112568947 54171.058022443394 53711.62643029442 65462.51426562373 
gaussian_12 9.552591828115276 13.676242113391664 13.10420981473087 13.676242113391664 
circuit_2_pr124 41642.85784196342 51662.017826380215 67810.57054309761 78347.75009355677 
uniform_7 10.412223240448508 13.47120618808701 14.36663117636534 13.623475576035819 
circuit_17_u159 21985.05744999775 24002.568000125 25370.559354667956 27070.26288409473 
city_8_fnl4461_l 23146.14845688299 43722.807553320454 25735.046443843232 24909.197915774846 
uniform_11 9.783692850997902 13.502590703071723 12.96308735300977 15.743496890301952 
city_13_gr202 129.11625632038397 236.1929946001501 361.5259571530894 250.47216243662177 
gaussian_6 8.777777827798355 12.545775943578526 13.663768215924062 12.567007790322574 
gaussian_1 10.008134577082057 16.660888331417112 15.479835883225128 19.55960209654643 
