name best iter_.01 iter_.05 iter_.1 
circuit_3_pr264 27638.991112568947 53393.77119430692 32447.91550713906 53358.195530749064 
gaussian_12 9.552591828115276 13.573792974273001 13.676242113391664 13.676242113391664 
circuit_2_pr124 41642.85784196342 52387.3638371607 57440.18392476026 59635.64811628307 
uniform_7 10.412223240448508 13.98115064191637 13.623475576035819 15.552003694688239 
circuit_17_u159 21985.05744999775 37741.81926380852 23806.40334578129 37109.584741462044 
city_8_fnl4461_l 23146.14845688299 43938.06034876527 45515.644417001335 44086.04208092636 
uniform_11 9.783692850997902 13.77297553243311 12.358255835226574 12.96308735300977 
city_13_gr202 129.11625632038397 338.30672340076745 157.03259094468692 149.7780414476899 
gaussian_6 8.777777827798355 17.40162768661122 14.955520483895143 13.240769754019327 
gaussian_1 10.008134577082057 16.774915753591184 15.314828879133215 18.872252552604582 
circuit_20_pr226 40046.73827823757 70460.65511835841 44541.07602107465 45174.78325544485 
gaussian_18 9.899552640652557 14.067354424461822 15.172398770278114 14.497618547051886 
uniform_21 10.138404955587808 12.71764209373607 14.17653799556175 15.430223472897575 
uniform_16 11.001379591610311 16.266745905521 16.448096001312887 15.101454006074928 
uniform_0 9.887239424920917 14.62510934094158 14.840008501106619 14.063821645746309 
city_3_usa13509_lr 2049627.2190383386 2263327.597407024 3935660.9506357824 2216206.5683677695 
gaussian_15 8.89081707677772 14.456290396309749 14.456290396309749 13.089570836600567 
city_15_gr666_r 141.76532519943638 265.9149777868327 261.90608156762437 355.62929216562446 
gaussian_22 9.903843081742664 15.26990285197584 14.956438317405789 15.176466618370188 
circuit_12_d198 5892.451976422574 6785.3111228529115 6568.68303250022 6788.480108291699 
city_9_fnl4461_r 26554.05087236794 73640.11892718307 29688.545039969726 51419.365307822896 
city_7_gr137 251.69308219614834 284.03595035305153 306.5868752446465 290.0350901331823 
gaussian_10 8.91670336959902 16.25370988625095 13.975660590032726 18.874617688005134 
gaussian_9 9.564111645708609 15.287875618568775 14.41132111784856 15.414445154165545 
circuit_19_pr439 35145.6570176364 65449.32614714202 64620.330084021356 62815.25117576976 
circuit_8_pcb1173 6306.75558890751 7132.043482778255 6903.608317451072 6998.005883026145 
uniform_8 10.53944138667348 15.235602508910093 16.23431267815436 15.007009503065483 
uniform_13 9.621053809467728 12.953122749143615 13.173861362398426 17.291167263836144 
uniform_24 10.461257553504677 15.725969806661581 15.725969806661581 14.730525272083984 
circuit_7_pr152 37500.60119379369 63556.73031274647 78703.76107751072 65276.29359542634 
gaussian_4 9.625527128183277 16.66174569316137 16.41170230298562 15.697516482491134 
uniform_5 9.683016000731712 16.25037761767107 16.79489917418274 16.452199810156117 
city_2_usa13509_ul 2456647.3733509243 2820980.6119345836 2704045.4136147243 2677141.659887504 
