name best spl_iter_200 spl_iter_250 spl_iter_300 
circuit_5_d657 8233.957482206188 14219.926256491099 10014.409851027565 9349.400974198807 
circuit_3_pr264 27638.991112568947 63572.92441823278 32477.72073718309 65470.6878090926 
gaussian_12 9.552591828115276 13.758161152774957 13.676242113391664 14.302693501511248 
circuit_2_pr124 41642.85784196342 56792.18436202368 78520.42352877886 48420.859429814365 
uniform_7 10.412223240448508 13.528189244180096 13.623475576035819 13.623475576035819 
circuit_17_u159 21985.05744999775 28943.701177746694 24564.615631308894 36579.67013057762 
city_8_fnl4461_l 23146.14845688299 26626.01931672464 44577.308467465155 45828.985315030746 
uniform_11 9.783692850997902 12.96308735300977 19.41466727491048 12.891933044525311 
city_13_gr202 129.11625632038397 153.7944020601086 147.78355745155946 345.34226047169835 
gaussian_6 8.777777827798355 14.704047569742102 13.570335412447223 13.240769754019327 
