name best iter_.05 iter_.1 iter_.5 
circuit_4_pr299 17652.8460195387 19000.161337213514 19436.839216395132 33216.9178179526 
circuit_24_u724 7104.523546150239 13141.203338307161 17858.862745777344 12652.522116435968 
circuit_13_pcb442 7586.722118291422 8348.544798071021 13376.066552390565 12867.8456508408 
city_5_ali535_l 228.13252270233846 340.5438337226035 270.84189319493254 336.5867589564372 
gaussian_13 10.00595822635236 16.4977434114139 15.315657026238195 14.198234792173684 
gaussian_24 10.318151341495028 15.541709234611364 16.03582933408347 16.03582933408347 
circuit_10_pr107 47163.77337034089 75286.18540959772 76340.42780590462 64400.42338672619 
uniform_6 10.349430005841153 18.965002652744026 19.60209174363097 15.924918849623674 
circuit_6_p654 13465.564219435117 15942.289048658202 25245.972410779672 15499.270807416251 
city_11_nrw1379_r 20326.44906382764 39759.08634702595 22780.411451999065 38764.640230035846 
city_6_ali535_r 132.08685460882992 161.62900486444929 247.11202375441746 248.06284184153108 
circuit_1_linhp318 8845.690078045709 9861.750496129169 14582.414602018518 14235.080700500675 
gaussian_7 9.958316385737863 14.80759549913168 16.881448341151604 17.486860432455302 
uniform_10 9.80024231603195 13.094968104637788 13.094968104637788 13.094968104637788 
uniform_3 9.811231713100934 15.880388815729194 14.449255919914343 12.28681351109828 
circuit_11_pr144 35760.570270685566 43780.748000429994 38930.95279855437 62926.30951732362 
uniform_15 10.002776100167571 16.458682876233446 16.279330830453368 13.875401329244974 
uniform_22 9.616666531820865 15.716496570655194 17.181084027319223 15.716496570655194 
gaussian_2 9.650726853201181 14.733486601552192 15.632661030347741 18.85517906091402 
city_14_gr666_l 160.70518190168852 193.28343136884732 192.3432699517535 208.8998379340018 
gaussian_21 9.448930144132584 14.23104157606274 15.210772067855865 14.170102319043915 
gaussian_16 9.24478259613558 18.820978023096004 14.686686068478375 14.12412692261064 
uniform_18 9.929926841645145 16.471465302809037 16.471465302809037 18.07675798713759 
city_23_att532_r 20142.652513903937 37419.87615343448 21939.54391875037 38218.18035248528 
city_0_bier127 46171.58194782312 86355.71346906015 86834.70670026273 85543.75096613365 
city_22_att532_l 17033.62712074488 23755.770674328625 18818.249036655998 19543.48737247428 
gaussian_11 10.221352775302252 15.462306479154465 15.393740106346836 15.112152765877985 
gaussian_8 9.856780510775573 14.44600379291169 17.05498607733986 14.2119197422005 
city_21_gr229 276.142330594443 433.4735173879248 322.4499846415501 340.90242934872475 
city_12_gr431 146.66320583670736 174.2607802150699 180.3043150615884 258.10454157564925 
city_18_brd14051_ul 18879.998980571163 36068.79057474744 36080.0586344425 36831.5246205225 
uniform_9 9.8175591627074 13.504726346015817 13.56620484703323 13.56620484703323 
circuit_9_pr136 39465.11134242221 71523.12364452016 77272.79920179525 68186.15560831636 
city_10_nrw1379_l 18256.72388170646 23284.00437455763 20266.109448735446 21018.597914067082 
circuit_18_d1291 7387.150638357155 8674.868816942708 13890.473845507118 8233.868861703959 
gaussian_5 10.381764330867869 14.046421409204072 14.046421409204072 14.046421409204072 
city_17_brd14051_ll 14838.048975611096 16739.284573113557 29427.017265770988 17084.236411736394 
uniform_12 9.631597655594144 12.792596737034613 12.139991106686772 12.792596737034613 
uniform_4 10.732445910023236 14.990927580536493 15.538383012564037 15.285064461105787 
uniform_20 9.65052979498801 11.518689527357289 11.878435537362549 12.338996461698875 
uniform_17 10.209661342390614 13.974175547745157 14.754362452437592 13.974175547745157 
circuit_14_fl417 5589.65457974217 11301.928168603488 9120.151066879243 6393.657809558925 
gaussian_0 9.594864665948029 14.12264045285181 19.106795407213138 14.794899147419912 
city_16_gr96 186.76886322723058 227.04264182676118 231.14018882836766 210.06923348755726 
gaussian_19 10.670404416343386 16.210911703497544 16.43695345144182 14.812751446559812 
uniform_1 9.811031254288215 14.145199204243184 12.745301943601751 12.148162141185853 
circuit_23_pr1002 31791.140403135647 56771.71990149595 59403.86214803821 79137.70717376439 
city_24_berlin52 4701.958190378028 5852.351312304809 7214.325814464909 5508.732040490316 
gaussian_14 10.4600712908741 14.766875392081818 16.909133568514285 15.645998012018573 
gaussian_23 10.032820887287423 15.659976087672884 15.199937170880343 14.853153562628002 
circuit_15_u1060 31746.726444357122 35614.03245627666 35097.01852711906 34475.17115551977 
city_19_brd14051_lr 17865.661185812456 33362.53424280348 19168.352503004608 19632.494552807104 
city_20_brd14051_ur 24397.90820662203 27028.049301107225 46658.15353684304 65852.6312548306 
circuit_21_d493 8338.21004800568 15692.57521392031 15715.475066241226 9493.097807531003 
uniform_2 9.572841410274966 13.843461604067539 12.811611567221588 15.091343501658464 
circuit_22_u574 7013.191183292717 7670.450277821218 17530.99528966826 12649.90442437643 
gaussian_3 10.067320591800806 16.972557335019893 14.692010264409456 14.844049012476583 
city_1_usa13509_ll 2128166.8730982384 4124358.5139771174 4149088.039985352 2526707.4646855798 
uniform_14 9.656445842170992 15.17667587164806 15.437593765911764 15.92943375306773 
uniform_23 10.244608984717456 13.351650355951428 14.124260395166228 15.677269297934712 
circuit_16_pr76 45864.41089556478 78520.98674628968 69568.77230940848 99620.43665136692 
uniform_19 9.807033327538868 15.082271846961849 15.082271846961849 13.022092057120625 
circuit_0_a280 684.251913775264 1488.2497991412226 1170.0105075669283 827.2087543916999 
gaussian_20 9.47029327578021 14.514501195558852 14.004738097980221 14.514501195558852 
gaussian_17 9.403600358461283 14.855178534334097 16.806911097510977 16.72088854359216 
city_4_usa13509_ur 2412152.229675424 4708224.136681749 2817406.8584953095 4529872.41766805 
circuit_5_d657 8233.957482206188 14503.15704552933 9584.19736275328 14236.181496415249 
