name best spl_20 spl_50 spl_100 
circuit_3_pr264 27638.991112568947 53508.76170190742 56246.117501658875 64959.414804206564 
gaussian_12 9.552591828115276 20.57261263240862 18.212313229673256 15.782091500549727 
circuit_2_pr124 41642.85784196342 75454.12194342102 76731.3676423663 56459.053580552216 
uniform_7 10.412223240448508 18.049415962971782 13.623475576035819 13.40186661373692 
circuit_17_u159 21985.05744999775 37642.095917293154 37394.06577316911 38213.40186991806 
city_8_fnl4461_l 23146.14845688299 63825.2822511335 25487.7761027107 26263.532726240926 
uniform_11 9.783692850997902 21.727897149509037 20.397492420740857 13.135182996816491 
city_13_gr202 129.11625632038397 239.3585019885686 240.64834030780293 248.94507425477676 
gaussian_6 8.777777827798355 16.920935730448292 19.99274015322044 12.263103185294142 
gaussian_1 10.008134577082057 19.414033816731255 18.224301435869833 18.84395747695331 
circuit_20_pr226 40046.73827823757 70034.09440710813 45038.30113841266 44834.99169598955 
gaussian_18 9.899552640652557 17.454506936702195 15.172398770278114 17.32164212849442 
uniform_21 10.138404955587808 20.004252569320492 21.11524056664317 23.816488631902995 
uniform_16 11.001379591610311 22.937927591104526 20.46613065046132 19.950554485362993 
uniform_0 9.887239424920917 18.424623784876307 17.318514752361445 17.88868887716136 
city_3_usa13509_lr 2049627.2190383386 3956403.022281866 3949358.517062483 3928885.5849133832 
gaussian_15 8.89081707677772 19.36397486129474 15.895850383619784 15.071166733644198 
city_15_gr666_r 141.76532519943638 253.75895925869133 262.03678179358354 165.76339488382177 
gaussian_22 9.903843081742664 19.794051291879356 19.39434110201947 21.792133925412273 
circuit_12_d198 5892.451976422574 7804.572124017423 6934.132370061401 6881.210164830219 
city_9_fnl4461_r 26554.05087236794 73636.23959207167 72625.34135012499 52504.2258379258 
city_7_gr137 251.69308219614834 576.4909956685865 443.7385235112037 297.923920681859 
gaussian_10 8.91670336959902 19.24225655616703 17.890581127175455 13.555073447311399 
gaussian_9 9.564111645708609 18.55591483302526 13.543282838344277 13.052169174807123 
circuit_19_pr439 35145.6570176364 65674.99538454028 66187.57996748418 39039.68434780305 
circuit_8_pcb1173 6306.75558890751 7001.9986833094445 7259.599369203265 11483.429971956593 
uniform_8 10.53944138667348 21.668159301995836 16.17405202224144 21.536655854341994 
uniform_13 9.621053809467728 19.800139295769934 21.18403710516666 14.832595721704338 
uniform_24 10.461257553504677 22.578543622943787 19.667149942673568 14.841015613900698 
circuit_7_pr152 37500.60119379369 62206.57840126819 59602.322920562365 47555.63892710249 
gaussian_4 9.625527128183277 20.958411563070253 20.625070267646333 17.88418338613211 
uniform_5 9.683016000731712 21.46215283841547 17.012189593039366 13.666080390780689 
city_2_usa13509_ul 2456647.3733509243 6807061.54351253 4625213.926035269 6752454.029312959 
