name best spl_150 spl_200 spl_300 
circuit_3_pr264 27638.991112568947 43876.74766750304 44952.9433446034 63589.35932458164 
gaussian_12 9.552591828115276 16.877793468003578 16.706878019207856 16.506065843503823 
circuit_2_pr124 41642.85784196342 71425.72840913295 51668.23228881188 51709.00068168682 
uniform_7 10.412223240448508 13.271171056653927 13.590145613977988 13.613674093031976 
circuit_17_u159 21985.05744999775 36344.77814642085 50244.532550494485 23276.248776428336 
city_8_fnl4461_l 23146.14845688299 46959.409439094845 25213.6899056649 25670.43857105568 
uniform_11 9.783692850997902 12.96308735300977 11.839931737091916 12.610637480776875 
city_13_gr202 129.11625632038397 246.11465366324276 246.28479141772857 146.7310213518727 
gaussian_6 8.777777827798355 12.228600684788141 18.024794273896543 13.240769754019327 
gaussian_1 10.008134577082057 16.774915753591184 14.589339322233048 18.322391691247113 
circuit_20_pr226 40046.73827823757 42702.367144261705 45780.58458285851 69625.70780085295 
gaussian_18 9.899552640652557 15.172398770278114 16.44314387707156 15.458099788353504 
uniform_21 10.138404955587808 13.30655481500702 21.831204045496712 15.430223472897575 
uniform_16 11.001379591610311 16.448096001312887 16.448096001312887 15.43588144039468 
uniform_0 9.887239424920917 15.625007235834754 13.46140162862145 14.840008501106619 
city_3_usa13509_lr 2049627.2190383386 2301763.700039183 2188255.4579670094 2522636.297105479 
gaussian_15 8.89081707677772 12.911375867622223 13.408273433555639 14.384725125369204 
city_15_gr666_r 141.76532519943638 162.56751041758588 173.45490140634868 162.58122393568033 
gaussian_22 9.903843081742664 15.062304257195041 17.24515996598094 19.116197586569008 
circuit_12_d198 5892.451976422574 7867.547150427393 7125.847978873337 6460.239227907064 
city_9_fnl4461_r 26554.05087236794 30188.273790314954 28580.323768057362 31495.880841070677 
city_7_gr137 251.69308219614834 410.9064830438877 292.1581070449356 296.34618114225816 
gaussian_10 8.91670336959902 14.46101713322597 13.033283589124395 14.46101713322597 
gaussian_9 9.564111645708609 15.72392423557303 17.90127266553493 15.772316602502897 
circuit_19_pr439 35145.6570176364 64906.67535836365 63848.853828396146 63285.96104344924 
circuit_8_pcb1173 6306.75558890751 6687.183655451518 6732.219241215472 6862.510103457767 
uniform_8 10.53944138667348 16.23431267815436 16.23431267815436 15.378432798435572 
uniform_13 9.621053809467728 13.546944787794548 12.183251650394576 13.841131941910426 
uniform_24 10.461257553504677 13.808639522457849 14.690129100836149 14.411666233853747 
circuit_7_pr152 37500.60119379369 64378.6541987359 62418.265378720884 62057.76718443729 
gaussian_4 9.625527128183277 21.69719771534063 20.78319399792494 18.388019143209895 
uniform_5 9.683016000731712 15.29633406342327 15.213271401348115 15.29633406342327 
city_2_usa13509_ul 2456647.3733509243 4724505.058548073 4727873.676474653 4692700.770351731 
