name best norm two_term 
gaussian_15 8.89081707677772 14.456290396309749 12.81841854975522 
city_15_gr666_r 141.76532519943638 161.12899103735901 170.15518253371712 
gaussian_22 9.903843081742664 15.26990285197584 15.26990285197584 
circuit_12_d198 5892.451976422574 6845.656875478321 6362.895367202379 
city_9_fnl4461_r 26554.05087236794 29868.94117644948 50261.47910932557 
city_7_gr137 251.69308219614834 287.6164381704755 304.64902966359887 
gaussian_10 8.91670336959902 12.584668275407058 14.46101713322597 
gaussian_9 9.564111645708609 15.468974415281975 13.803316454180253 
circuit_19_pr439 35145.6570176364 37931.06421512106 63854.17524534508 
circuit_8_pcb1173 6306.75558890751 6872.846274519863 6888.8187190625995 
uniform_8 10.53944138667348 16.23431267815436 16.04079619815161 
uniform_13 9.621053809467728 14.099151304723923 12.719371158247336 
