inst_a inst_b best mapping geometric deepwalk node2vec struc2vec dummy heuristic_dbl_mst heuristic_far_ins heuristic_near_ins heuristic_near_neigh 
uniform_2 uniform_2_r5_#0 9.91184585236008 13.487468256011004 12.447169760958536 20.68984121731154 20.485255554251346 20.52255334848918 20.728917134517932 13.57483537755081 10.504858294568722 11.031036886533581 13.137457214816973 
uniform_2 uniform_2_t5_#0 9.87477567233491 13.340730769499562 12.979963142705055 20.133527069318465 21.011887029728108 22.35792354137312 18.65380692770094 12.263694494441044 10.609240440820674 10.832134420994409 13.231380083269404 
uniform_2 uniform_2_r6_#0 10.008954823604872 14.40982857725627 15.044908519108342 23.430722425271615 22.50465807367127 19.561362852452213 21.38633170615339 12.178361321248609 10.913441855807328 11.454100681315097 11.683228656582433 
uniform_2 uniform_2_t6_#0 9.967952954313702 15.992343768617266 16.526801562890714 20.581708814853197 21.50725962287468 22.91185629417956 20.232349132880145 11.751352404755261 10.338381863923345 11.347132933603563 11.522642637775583 
uniform_2 uniform_2_r7_#0 9.721843562104532 13.322237777907018 15.268332410520864 20.880409062894053 20.9166463495574 23.23287623071197 22.408029754859566 11.529299758095583 10.201982507151317 11.13292957494636 10.733278337839495 
uniform_2 uniform_2_t7_#0 9.75359671691111 15.138713632093962 13.132099905857846 19.162833866715047 20.803261279891316 19.89675059632603 20.445452755078904 12.702451831005423 10.054305471266618 10.747074766292544 10.838613218553586 
uniform_2 uniform_2_r8_#0 10.35312147677376 14.279944692537953 14.279944692537953 23.09771896008449 22.932402087585302 21.455720553174014 19.592045693038884 12.454248263597455 10.878246286421442 10.72725370859008 12.855396505980917 
uniform_2 uniform_2_t8_#0 10.179601386999284 14.864659097314147 14.686349881964535 21.60584534995614 21.65412487332118 19.008619383317686 20.504701382950785 12.566889487916452 10.916333445803488 11.100274510208756 13.456146270294221 
uniform_2 uniform_2_r9_#0 9.572841410274966 13.148979164148326 13.148979164148326 22.081294706092102 19.05607219040326 18.20651187151707 20.352658410445663 13.087536688382993 10.507482123139324 10.937685351888133 12.155616620202498 
uniform_2 uniform_2_t9_#0 9.609730708948495 13.045903164995847 12.941236716205724 18.94641488392817 20.589099057343983 20.27240564852048 20.40633113513991 12.816507564931879 9.93665605642979 10.501044613718534 12.090131925679398 
circuit_22_u574 circuit_22_u574 3503.325194733621 3503.325194733621 3503.325194733621 6153.935012685907 3503.325194733621 6155.493212901975 7354.002458129192 4633.261638055456 3783.677950501272 4042.85852002366 4387.508734095279 
circuit_22_u574 circuit_22_u574_r1_#0 7822.510994670626 8771.148634089888 8955.941104317622 9070.18731461736 8607.377394944715 9699.30893848903 11618.42979171692 8870.851504482744 8041.075709862416 8347.593676998948 10036.34435578953 
circuit_22_u574 circuit_22_u574_t1_#0 7854.973522644651 8682.298770554882 8843.13444657403 10624.51965734812 8515.367796542583 9547.6189135112 11623.842677375582 8988.949318786457 8013.66242633115 8253.952334353236 9478.77619121397 
circuit_22_u574 circuit_22_u574_r2_#0 7691.88624441806 12284.713932565373 9517.342563353535 11317.121200483041 11491.715401478803 11320.60049820865 11955.329020220915 8570.124576435452 7840.645005892671 7844.675233689157 9121.105574240966 
circuit_22_u574 circuit_22_u574_t2_#0 7704.299995125018 9671.350345858225 9671.350345858225 11392.22796091504 16077.06542205078 11366.307535174592 11617.195677841977 8428.802846741059 7895.396798612387 7987.0477860387255 9523.47300151659 
circuit_22_u574 circuit_22_u574_r3_#0 7619.939195862654 11206.824911221334 9954.706126156121 16675.934715142324 20895.057387045847 14530.672213612823 15588.001473153234 8530.917195548413 7845.057735041822 7911.016285993157 8760.31198268589 
circuit_22_u574 circuit_22_u574_t3_#0 7497.327009548619 10563.383249405691 9097.098548897435 16072.893491329358 11102.477784790472 16386.841911767828 15705.044846823434 8275.058368564747 7774.0322482403935 7742.100254937227 8409.991013127788 
circuit_22_u574 circuit_22_u574_r4_#0 7360.726177143625 10111.418111218283 9778.007089731294 23728.627822755174 19797.82657671041 15006.239945315992 20056.400607178468 8257.521631180101 7595.426005153832 7511.415212902174 8224.978777659204 
circuit_22_u574 circuit_22_u574_t4_#0 7412.921951757419 9668.428794302134 9365.254645908077 20898.86490768659 19407.7688215018 19184.069918862413 19340.017022615295 8382.719558373876 7796.941734483073 7591.227800646196 8031.12845256664 
circuit_22_u574 circuit_22_u574_r5_#0 7306.732036310526 9468.821376687929 8796.998876037263 14381.176455123688 14716.510310901267 19663.196563927693 19093.730833738497 7997.436837450059 7558.454954465306 7570.181276373374 7838.444149399339 
circuit_22_u574 circuit_22_u574_t5_#0 7511.977742605726 14904.710535501803 14046.020317707775 19247.736782787182 15286.16601013437 18806.075521958497 20096.326042446482 8368.656133543549 7608.595215067833 7751.011848746161 7924.288646846138 
circuit_22_u574 circuit_22_u574_r6_#0 7424.35260177527 14519.674965846401 8627.52325273492 18814.039060919553 14352.943408437002 23967.555059676135 19577.57333611037 7976.418314804234 7491.7185737192685 7594.9534304309245 8991.59322562956 
circuit_22_u574 circuit_22_u574_t6_#0 7533.208767902372 9536.337201128688 8853.318849242058 19311.933078356473 14358.80862971809 19175.884494385777 19690.25317572364 8187.921129093289 7644.377771155944 7672.036114490267 8294.655865696815 
circuit_22_u574 circuit_22_u574_r7_#0 7255.110567355509 13070.361147226227 13955.162935808763 18533.500264760336 17596.155309146678 13774.3515361032 27307.269827975717 7862.510727548937 7472.612748218002 7362.072949169124 7785.744271124864 
circuit_22_u574 circuit_22_u574_t7_#0 7260.512257548779 13980.500921265724 13980.500921265724 18252.139620859787 18491.0928454505 13441.056576173098 9038.30704782189 7734.371370454862 7385.208228648997 7287.238373764075 7643.357029613867 
circuit_22_u574 circuit_22_u574_r8_#0 7043.4752120236835 8151.364340937406 8631.861547425113 17935.221197238418 17970.096575568088 17491.360283663078 13150.964975957744 7537.511349440138 7100.686041266151 7165.042933044198 7397.233886823636 
circuit_22_u574 circuit_22_u574_t8_#0 7146.919003413311 8854.03737912211 8727.792685122777 8325.356373067112 13263.642491678553 17289.573909684514 17883.003204481207 7459.468127429952 7316.679851213896 7459.185097488866 7881.995345061929 
circuit_22_u574 circuit_22_u574_r9_#0 7013.191183292717 7872.101256388604 7632.589007303319 13174.560512096275 17304.877099616613 12446.59436295372 12370.120264558964 7448.350160773266 7176.409314363492 7291.746744524486 7530.654718245129 
circuit_22_u574 circuit_22_u574_t9_#0 7244.423829515521 12553.813363957692 8396.91166686337 13515.748827986912 13549.857830245239 17228.059644836136 12451.574163261661 7793.430114894817 7305.072871238939 7491.663042354927 7736.461777872728 
gaussian_3 gaussian_3 6.114994462496025 6.114994462496025 6.114994462496025 9.545881061498493 6.114994462496025 10.268943390992815 9.991374733261416 7.491980147131202 6.722338741860916 6.745806123349321 8.35090243481366 
gaussian_3 gaussian_3_r1_#0 6.70494701137175 7.393054605073525 7.749680488616448 10.451146831570941 7.586881435863482 10.739607886838925 10.522114116504117 7.7278426133428555 7.287012685211962 7.558173514706788 7.621324143430544 
gaussian_3 gaussian_3_t1_#0 6.694352286537646 7.5097334707383885 7.290711784001507 7.6510948181286835 8.052125816669356 10.597630205090239 11.102182444691211 8.27323000947741 7.2905397399234015 7.072346043200869 8.625990481375307 
gaussian_3 gaussian_3_r2_#0 7.048954785003791 7.897399852336028 8.93280989879267 11.791397252401351 9.02483019697534 10.088603932667917 11.400868498222987 8.60080933532824 7.903669566723706 7.805244301130661 8.178850491108232 
gaussian_3 gaussian_3_t2_#0 7.04547423698118 8.399578335355779 8.452935035447172 10.586473387763872 10.586473387763872 12.380535994751162 11.860939018998302 8.623688071374847 7.945678177547144 8.315951482592421 8.330301979901902 
gaussian_3 gaussian_3_r3_#0 7.708463300788392 9.423364737409393 9.29901410435981 12.847164742366175 11.289183655500889 11.183053606372017 11.577583283013276 9.96081831320626 8.646315080860631 8.423279423995854 10.286161842656767 
gaussian_3 gaussian_3_t3_#0 7.690745064769893 9.469914374247253 9.469914374247253 12.318217966862397 13.208770973572106 13.823641609997695 13.74754848361991 9.162894646656484 8.713840921365927 8.612854037673225 8.974873172605239 
gaussian_3 gaussian_3_r4_#0 8.203291932315027 12.344470132162913 11.730499201080884 12.338931735472661 14.366446768676223 13.687443669315376 13.950684625590524 10.577072715458653 8.794035560840761 9.580861573146304 10.845544990488257 
gaussian_3 gaussian_3_t4_#0 8.228102942519456 13.193738211374308 11.67261744270226 14.935479754069807 13.798158513775054 14.627295778782665 14.183817771114057 10.150816303240473 8.723027717156391 8.497866742914788 10.363487685963653 
gaussian_3 gaussian_3_r5_#0 8.618752763819357 12.653111330206295 13.656107793896142 16.15737084716806 16.778448460645354 14.743711868308665 16.773046774661637 11.186938355238727 9.27270105255271 9.114571936774697 10.091939811876374 
gaussian_3 gaussian_3_t5_#0 8.712812143689888 13.805677504718748 12.007332158861276 14.818385865157481 15.797452300817968 14.332004272059125 15.869952702304941 11.28248429138866 9.241423978565704 9.647031239202283 10.238751460076932 
gaussian_3 gaussian_3_r6_#0 9.76366689264553 14.582836333568691 14.33003960367335 17.647861547239057 19.037306105342285 15.738981862951942 18.041825512171233 12.484853936706473 10.931954043874928 10.632475139929365 11.351543109489615 
gaussian_3 gaussian_3_t6_#0 9.706381481472734 14.047119276791133 14.274249355922185 20.57039767205285 16.07722838519874 20.470579318130703 20.170981998913103 12.868768440148198 11.165337742026582 10.64188840593536 12.480757641273064 
gaussian_3 gaussian_3_r7_#0 9.969715686373057 12.741196423170106 12.913777652507767 18.509550561183794 19.296280213974413 19.75794175550673 19.47892165492905 12.698535240203263 11.129356788263092 11.00080672090297 11.739805353565465 
gaussian_3 gaussian_3_t7_#0 9.928970729600556 13.857705594384143 14.63503405261266 19.82865672571924 19.516169533304073 20.527937752848697 19.81692723339086 12.503389759638901 11.130577874347342 11.137043398408577 11.43011389359133 
gaussian_3 gaussian_3_r8_#0 9.776403090020104 13.104747349890697 12.717744394124844 18.946050827489962 19.183369001454373 18.451772488445958 18.545177931404826 12.60777397484373 10.891345927621051 10.930156555470427 11.633720497880951 
gaussian_3 gaussian_3_t8_#0 9.813034892654441 13.135136946234969 13.395603316836514 17.947753261664225 18.98455821650862 19.364053958297145 18.668040960711124 13.05621434523231 10.598767286716953 10.754525608636769 11.145993718080378 
gaussian_3 gaussian_3_r9_#0 10.067320591800806 14.751992545659224 14.382308062003387 20.14906997497706 19.878762113947566 20.244204581933786 19.034630798468704 13.10390783221934 10.98767871946285 11.436209759678304 12.16466436158242 
gaussian_3 gaussian_3_t9_#0 10.013510500872892 14.5530656217312 13.55308427725664 20.091644193280917 20.851167965931857 20.444539571346724 18.674973288334105 13.427104814079868 11.366577289209586 11.49822739535297 13.333095732122063 
city_1_usa13509_ll city_1_usa13509_ll 66286.09458679889 66286.09458679889 66286.09458679889 158428.208578405 66286.09458679889 147387.43369548785 156381.4909835744 85839.72516488475 76859.38499184772 71505.83710058276 78977.47057173307 
city_1_usa13509_ll city_1_usa13509_ll_r1_#0 1848979.5659098544 1901817.9765551137 1908822.4788474326 1877073.8450757954 1864087.5946152082 1940266.030574395 1935340.8921879404 1870482.086094407 124341.44303771021 1854759.3013607315 1869908.9548096787 
city_1_usa13509_ll city_1_usa13509_ll_t1_#0 1862979.2327816833 1942176.2785056194 1896923.6925163674 1957601.22415895 1970329.3371786124 1944670.8607445918 1969378.935666747 1885741.5758813084 125261.3143544934 1882182.2360640045 1899986.6276262759 
city_1_usa13509_ll city_1_usa13509_ll_r2_#0 1869470.815039446 1919172.3389012911 1931238.2107532418 1977139.6885181218 1946878.4615809296 1945784.4607045325 1964376.8770250862 1895302.859535918 1877224.049728118 1883808.3464919555 1900514.8903885675 
city_1_usa13509_ll city_1_usa13509_ll_t2_#0 1939890.0302570753 2099651.1378935627 2032042.9469997766 2096488.7744171454 2101585.3354744078 2100024.545410528 2115393.251470524 1994144.6327579867 1951211.2418963935 1955592.5020807937 1974198.4418233861 
city_1_usa13509_ll city_1_usa13509_ll_r3_#0 1931195.593283742 3824948.9170622868 2030589.7444868966 3838297.852659982 3830959.127924527 3845684.3706926215 3860681.2053335663 1990936.8491474162 1944966.382251941 1940642.496508606 1985942.6021134604 
city_1_usa13509_ll city_1_usa13509_ll_t3_#0 1982328.0377642429 3919581.739315378 2074836.7457260538 3919890.7361626336 3954469.0174520747 3954087.8122262754 3992657.0489446446 2059764.151256042 1999286.2646780934 2004249.522827094 2050320.0700011342 
city_1_usa13509_ll city_1_usa13509_ll_r4_#0 1976153.46558936 2197566.7421258544 2099679.2927747034 2130056.556853946 3913621.64807974 3889729.593080688 3915193.425071938 2025550.9488804517 1997730.286066648 1982436.2987196625 2066326.5827702738 
city_1_usa13509_ll city_1_usa13509_ll_t4_#0 2076609.1492507316 2373459.9514409127 2219909.946443516 4059086.2177420096 5772648.91585148 4110254.5391230253 4090043.569796865 2175663.2147565894 2118306.3537379843 2122481.951199053 2247220.378570182 
city_1_usa13509_ll city_1_usa13509_ll_r5_#0 2009375.087647615 2275302.642065458 2165799.1135503934 3991447.457830861 5712955.941480419 4001761.4428978786 3988665.5623907326 2101952.631929944 2022667.9790178665 2029583.151362324 2154415.333974869 
city_1_usa13509_ll city_1_usa13509_ll_t5_#0 2109014.7427905807 2384338.0949578285 3985298.465071577 7619260.529097904 5943294.059245029 4434397.034550943 5831388.121246618 2237968.589653197 2155347.5521634035 2131076.687133027 2281029.1587545658 
city_1_usa13509_ll city_1_usa13509_ll_r6_#0 2091335.673639211 2251771.3881282923 2453714.9208393665 8090466.322294122 5872982.776916883 5890486.274314581 5797064.707736106 2178391.9226855673 2125791.1893426017 2101076.4096832825 2205346.4084506542 
city_1_usa13509_ll city_1_usa13509_ll_t6_#0 2169167.3950342536 5997595.475709753 2559822.9623223105 7794600.197759798 6060436.913062776 7660050.329800209 7723891.3308782205 2237924.619894434 2196196.607401128 2198053.599327479 2263466.5205549556 
city_1_usa13509_ll city_1_usa13509_ll_r7_#0 2077735.9284478596 5855083.759950117 2324822.7984724944 5909012.489654742 7659759.80366752 5877521.71855747 7634957.689090557 2173028.119540862 2101187.5479346537 2087269.0086971193 2205578.8893553223 
city_1_usa13509_ll city_1_usa13509_ll_t7_#0 2153034.711760711 2547702.2180387625 2368079.072749691 7666119.478334221 4171563.3429902024 6107671.191138599 6045381.947664443 2280348.9920771336 2172052.47516979 2181307.5490630106 2340423.06238041 
city_1_usa13509_ll city_1_usa13509_ll_r8_#0 2119528.2412219 2466889.0363756083 2350154.8562974213 7583094.862641466 4297944.920053344 5898040.180385075 4194329.627240144 2246745.6314218957 2132430.8916030102 2159924.680467128 2223173.6660141875 
city_1_usa13509_ll city_1_usa13509_ll_t8_#0 2198208.069368494 2638615.229594271 4265778.911288311 6131361.174846446 4245477.655798703 6152961.682695241 6056144.147953203 2302274.416679003 2213241.3528529056 2291029.97997202 2376769.1157084913 
city_1_usa13509_ll city_1_usa13509_ll_r9_#0 2128166.8730982384 2641047.005403964 2399882.008692701 5918541.752844961 5908760.811924618 5845162.7690007705 5834794.025246016 2242282.0484685255 2158425.741537684 2178715.719795042 2311937.8889638213 
city_1_usa13509_ll city_1_usa13509_ll_t9_#0 2198476.2704227036 2494207.723161802 2499769.3688466167 4313713.456549197 4237212.574435686 5998032.448200461 2614596.6856929096 2345622.14738309 2220406.4618002926 2226004.423082816 2266532.578794295 
uniform_14 uniform_14 10.02000080523742 10.02000080523742 10.02000080523742 19.65822920769683 10.02000080523742 20.498704375269345 21.11798517735191 14.124813053213673 11.546527446048165 11.435763378353617 12.043998191406269 
uniform_14 uniform_14_r1_#0 9.9671312927646 10.13808604214967 10.389383998715953 21.330094481846597 10.395831061431162 18.633939836340264 22.073420012639485 13.072471994872856 11.510315924545734 10.76574582482926 11.75471559208291 
uniform_14 uniform_14_t1_#0 9.949053328677953 10.47307432952304 10.513705765963453 17.884775239849475 10.648067927383662 22.648952390177563 23.089368473210904 13.14012153706285 11.529266000665464 10.65453876850092 12.309500961682689 
uniform_14 uniform_14_r2_#0 9.760234230226663 12.300684185436996 11.985416554069392 15.091349873636974 13.791224827258493 22.927864249570188 21.280718916482076 13.171788555671432 10.303890413607714 10.988744522160642 10.929004482017943 
uniform_14 uniform_14_t2_#0 9.762306881823312 12.280785880373744 12.192470756402011 21.16279276765772 15.533495215048955 22.88949237405901 21.039209834826288 13.714915362643287 9.882106917790987 11.319064745747559 11.808410072388051 
uniform_14 uniform_14_r3_#0 9.853126239591308 12.530193254100912 12.245339645784002 20.968643777059327 17.93535283704956 21.07933413478009 22.23806526917253 13.421007223802 10.488618948854702 10.608251314006422 11.26936309280345 
uniform_14 uniform_14_t3_#0 9.777768790280387 12.529334188285018 12.553467480607667 16.91080497485224 17.853748270412613 18.43054098041316 22.975633985381247 13.391078002696801 10.203519678329226 10.40039322092801 11.031897169652009 
uniform_14 uniform_14_r4_#0 10.38283414510032 14.098097857284975 13.040898843715247 19.281149819684572 17.598320231014963 22.02317548925277 21.30864292735337 14.363115236610629 10.711425636798815 11.370838513082282 11.651723508160705 
uniform_14 uniform_14_t4_#0 10.482365199699082 13.971202440659926 13.971202440659926 20.793687741296377 22.27015769225168 19.862940825376608 22.035835213417066 13.994768706272243 10.902809839051898 11.516638664130202 11.949323390523952 
uniform_14 uniform_14_r5_#0 10.005950609628247 12.986671076277736 13.54972839410323 17.11871638134456 22.52768940392559 21.359297366455976 19.640797305734445 13.648350472864259 11.089408216930607 11.532446626240278 11.815662536102737 
uniform_14 uniform_14_t5_#0 10.136989001443716 13.646089374083864 13.414296496100068 20.16356406446445 20.27983247679755 21.673000598803124 18.602672735985227 13.8020069972609 10.96911827793471 11.474015259071491 11.252505106991846 
uniform_14 uniform_14_r6_#0 10.139975092192365 15.093304880750374 15.570477783345877 21.0191560312456 19.307766593519812 20.47062084699718 21.933307336357174 14.74365706482983 11.263771798129456 11.893227962761166 12.312907237049425 
uniform_14 uniform_14_t6_#0 10.194260987457277 16.58206490027117 13.928341195194143 20.79144524914485 21.43439114858602 22.789614300629854 20.33998515297317 14.499025894181557 11.151516745083782 11.587641079878132 12.382309762599814 
uniform_14 uniform_14_r7_#0 10.239034683518366 13.524910810617131 14.229347518857313 22.599678399855954 22.24854696313587 21.945177398484706 21.41209246490777 14.316993277772575 11.511035952583544 12.520402088573483 11.867086618080096 
uniform_14 uniform_14_t7_#0 10.127091466051034 14.059762451366689 13.14468467811895 22.9942854645944 23.036566622318226 22.414546806836455 22.98007894446855 14.622873574512269 10.943916939181959 11.913435814580692 12.591407496470842 
uniform_14 uniform_14_r8_#0 10.066177497720481 15.818750536933363 14.609873403414449 23.085859122981443 20.84692433782497 22.60681349186026 20.459871403764097 13.349083920797385 10.69543712371794 11.38024822258174 12.459039694403728 
uniform_14 uniform_14_t8_#0 9.87864471483378 17.873081803773538 15.62536984170877 19.788231330693886 20.851205706275547 23.222779412043156 25.681738565346773 13.021300720116315 10.798037897724143 10.34735188942042 11.037348778334419 
uniform_14 uniform_14_r9_#0 9.656445842170992 15.437593765911764 15.437593765911764 21.835955452882846 19.084496953702843 20.631659279210222 18.442247927653938 13.591578419771501 10.338258997584798 11.326841680612828 10.580451339399216 
uniform_14 uniform_14_t9_#0 9.42215518011444 14.385556865465489 13.858999934924187 19.889137102737855 19.865488047361467 20.560855193248646 22.687466830341762 12.55846234906619 9.963295454581953 10.102446553872978 10.370811463598654 
uniform_23 uniform_23 9.80065045759371 10.308756555991543 9.80065045759371 17.635721461208767 9.80065045759371 19.13810717449809 22.358244171263827 13.10113236509222 10.135125675394326 11.061708480649745 11.862562618735993 
uniform_23 uniform_23_r1_#0 9.773782641610723 10.42285832241062 10.600481564424548 19.595632602733897 11.271324763751657 21.450755403404933 19.116201692213334 12.943691294739438 10.295587116658146 11.16989622204882 11.658682745314135 
uniform_23 uniform_23_t1_#0 9.77275801104792 10.995839346899054 10.878326406647947 15.947040659952975 11.839655116997161 21.15381997652121 20.98419000904845 13.023498781697361 10.18741951573478 11.73833332723719 11.250222264080413 
uniform_23 uniform_23_r2_#0 9.729396095995446 12.143307734406728 12.390549126493998 20.321476424947623 15.462640158886643 20.471847984109573 20.27453196237375 13.00952151184796 10.080567633087036 11.742985013714769 12.133745771480946 
uniform_23 uniform_23_t2_#0 9.693502417119035 12.357344797378975 12.357344797378975 18.520271089632214 15.98749089992327 21.749074322852262 19.96832311294889 13.302953049257283 10.182031101899433 11.697877421649126 13.321017732619767 
uniform_23 uniform_23_r3_#0 9.894930383442478 12.069643047183343 12.184718984980698 18.68689046750787 22.920337395129 20.591140735739263 22.499290338771335 12.549798121740455 10.379190444536809 11.225552390334483 12.289768827370365 
uniform_23 uniform_23_t3_#0 9.867051553378598 12.111560533621772 12.251277675679779 14.815520018700012 15.025414459456249 23.23175660799569 19.323269933382665 13.304610923535463 9.898686749179504 11.29081888454743 12.185821224847338 
uniform_23 uniform_23_r4_#0 9.835262137900253 13.87942884038427 13.87942884038427 19.017055010007923 15.342670590118566 21.461276752013614 19.86661965245631 13.259943198846504 10.3417966613409 11.182032755602606 11.925335901694773 
uniform_23 uniform_23_t4_#0 9.749800990314448 13.709577128385591 13.709577128385591 23.79495604231749 17.984010529873217 23.53920148289988 22.557642322301717 13.579394017886994 10.305555248486426 10.793655325440835 11.865302160581797 
uniform_23 uniform_23_r5_#0 9.74669092066318 13.023661035565066 14.537205799799018 21.49395967972377 17.76656913854724 22.940147031174593 20.832851792775372 13.630153700825435 9.926978467952106 11.17470003177178 10.496598804691981 
uniform_23 uniform_23_t5_#0 9.815895650864062 14.572863926271886 14.706652735796998 22.727935295862725 22.76780267673507 24.182805651771275 24.462125931609286 12.680223332075252 11.599672831414578 11.069896191264396 10.848972046359506 
uniform_23 uniform_23_r6_#0 9.27091303485017 12.806076815720827 13.9737258107996 24.59075567548162 20.800227317534183 18.557569949716065 21.768742564297234 12.437273519330995 9.387817375690359 9.972862155104876 11.19939705828207 
uniform_23 uniform_23_t6_#0 9.374192432459449 14.699731237779872 14.107588359545863 20.86967433207234 23.45429157726747 22.142631906019137 20.912624957154414 12.143755572795651 9.943138464128518 10.456321218910139 13.562748969843563 
uniform_23 uniform_23_r7_#0 10.161318822700789 14.727514776578586 14.727514776578586 20.69832113149008 21.897975999029487 23.50532974352118 22.04944575961175 13.770127163347345 10.92856753324736 11.772984345478685 12.84025107352078 
uniform_23 uniform_23_t7_#0 10.053819110122301 13.39489152732664 13.956684386650759 22.283176570584015 19.875503667426848 21.72329237555242 22.472242079549545 13.104784962239457 11.346674152774478 11.423939960557554 12.703189718320278 
uniform_23 uniform_23_r8_#0 10.422933251759918 15.751007226325795 14.286674357823223 21.84266513178884 21.019059737017127 21.20738435466683 22.22957127708697 13.029546647837847 11.667318551171594 11.909831076120119 14.014744387536208 
uniform_23 uniform_23_t8_#0 10.490768403622262 14.614826849326102 14.614826849326102 24.21356129625299 19.31474110620414 23.506014262559617 22.696672009710237 13.11201796433278 12.01040090560815 11.879178091097096 12.57401672311015 
uniform_23 uniform_23_r9_#0 10.244608984717456 15.03091084646323 14.13887815947244 21.62540212439234 23.141366703783415 20.920630954901803 19.87064509863681 13.114719072088171 11.539263497763194 11.085662512232842 12.282212632088092 
uniform_23 uniform_23_t9_#0 10.014457399890894 14.419235680446114 14.58678846556297 20.41616032461055 21.44200806137828 20.729370530297764 21.808631744703806 13.312522775307032 10.88049867737203 10.803241297780056 11.139105095043798 
circuit_16_pr76 circuit_16_pr76 59087.794947165195 59087.794947165195 59087.794947165195 120811.88646632613 59087.794947165195 90268.76232414973 117721.59993576368 86763.17305113384 70030.20070928012 71985.7168135244 73177.2896062185 
circuit_16_pr76 circuit_16_pr76_r1_#0 70737.3292285844 77977.9045415288 77825.8718514695 93020.99620636058 91678.37114331227 149705.93567491818 127772.02982248634 95764.34561336391 81572.89504930981 82581.70925974095 91476.3125845524 
circuit_16_pr76 circuit_16_pr76_t1_#0 70621.71695401613 78961.73615684206 78961.73615684206 137027.3183779016 91694.65760768928 120945.37550204784 136146.30159187145 96559.76803959238 82016.84993548259 79142.30332963521 86429.30474366875 
circuit_16_pr76 circuit_16_pr76_r2_#0 69258.07115746773 89849.01297273498 90985.36150746224 142709.45332647866 103550.64716262349 140797.49167032947 141593.0413652579 94623.92256322705 83606.68318032536 86946.46916308782 82129.24059744066 
circuit_16_pr76 circuit_16_pr76_t2_#0 70095.60800177068 90243.8761541299 81667.30912629582 117024.583324943 132150.68868333992 155518.50860711827 151947.30857771228 95821.05958501903 78794.4760314266 79610.55779072615 86856.40564914304 
circuit_16_pr76 circuit_16_pr76_r3_#0 69811.1211012479 109701.24588892254 109701.24588892254 146369.37392489958 153945.45285964894 141311.69949474823 144360.2065173185 96452.81675157319 79860.83837796938 79393.40325606622 83311.73282415778 
circuit_16_pr76 circuit_16_pr76_t3_#0 69919.92148795992 90486.14517760511 109982.35357987284 128632.3170751436 165000.5156727572 141805.95740327332 144392.13198271175 91423.95583334813 81242.48689943747 78813.05169160046 100617.22380305297 
circuit_16_pr76 circuit_16_pr76_r4_#0 67148.97497732763 92755.46614788639 89577.30626326991 135813.62752588204 135936.3164662417 136983.03066132206 129421.47029454766 85627.69420336271 69806.56571731262 73752.76942852029 76348.59874810399 
circuit_16_pr76 circuit_16_pr76_t4_#0 68867.86854663715 92065.56657904849 94329.40657765369 168017.2504656754 156908.11546890836 154784.56636224125 157184.10121401658 87956.15236502532 73240.34448351615 75957.43608489243 87006.9844375085 
circuit_16_pr76 circuit_16_pr76_r5_#0 65125.22473022728 88631.6008845907 86039.69065106161 137852.69708282567 157087.21572130884 136046.4803804522 148846.97201519247 70632.26770834358 68353.6940481479 73144.04439114586 83672.21289945379 
circuit_16_pr76 circuit_16_pr76_t5_#0 65322.0747898214 120901.08118729557 89033.54619484372 156724.13541248077 134436.05507659528 160463.6202661519 144885.64350226728 83835.8264280202 69033.17278496882 70940.23512020044 77140.90380654443 
circuit_16_pr76 circuit_16_pr76_r6_#0 63161.56925947118 89667.30862732256 89667.30862732256 133628.72921780203 125848.41332295192 145903.0946323278 165570.89734906616 74852.36878650267 65149.79644788568 67069.61582402856 65162.26888354114 
circuit_16_pr76 circuit_16_pr76_t6_#0 63909.58130561386 88857.72667626197 93960.9117230209 157589.79231083827 130523.78045743261 167776.3198190322 137201.71113949158 81171.7075233579 66500.21034634838 73454.7675804188 70295.76539294091 
circuit_16_pr76 circuit_16_pr76_r7_#0 58378.45890975694 93025.15760533813 95530.80521793712 113757.69332265704 133181.3725665729 121277.21806000944 118081.14781688653 77575.95813937065 61383.850937015966 63026.59936568212 62369.23138180043 
circuit_16_pr76 circuit_16_pr76_t7_#0 58103.90822862032 96040.00944026113 96040.00944026113 132380.42748654616 106252.3484050247 126830.17022809343 126589.5881450525 73980.67020009026 59539.3919716479 67089.68919021243 67445.68622762298 
circuit_16_pr76 circuit_16_pr76_r8_#0 55267.77469274939 82583.57941897442 78740.29113944604 89792.33361370035 135930.05211133655 120059.57140425382 140386.99008055314 74231.3510318905 56589.70297181033 56032.45681757161 60444.233889349794 
circuit_16_pr76 circuit_16_pr76_t8_#0 55837.935791527794 114312.22896101286 84357.22311498986 101060.50605462462 118465.4516037933 94786.69911092048 119216.10535010393 64325.731358281955 57901.37140122088 57070.40895056473 60836.962674635724 
circuit_16_pr76 circuit_16_pr76_r9_#0 45864.41089556478 82472.79061473477 59683.204009934394 60529.529600046575 76970.34982163424 67712.99793529251 104699.43501226665 47465.07777692464 46233.14489321602 46765.382228453105 51999.51434422767 
circuit_16_pr76 circuit_16_pr76_t9_#0 46424.89910553456 82147.02741663443 50461.44033560154 53240.95641308092 69284.62699592262 74934.61591903302 74858.69954572275 48355.10169034218 47032.55293139162 47718.991293121435 48745.69943125292 
