Inst_a,Inst_b,Distance
seed3,seed3_t7_#1,-0.9859465466996762
seed3,seed3_t7_#1,-0.9658198418251676
seed3,seed3_r7_#2,-0.9359082079580678
seed3,seed3_r7_#2,-1.0081446135209655
seed3,seed3_r7_#2,-0.8504526300053691
seed3,seed3_t7_#2,-0.9848628680306292
seed3,seed3_t7_#2,-1.0148400211512745
seed3,seed3_t7_#2,-0.9514704261227507
seed3,seed3_r8_#0,-0.9236481299345625
seed3,seed3_r8_#0,-0.9657587574492912
seed3,seed3_r8_#0,-0.9247817921849912
seed3,seed3_t8_#0,-0.9055597892692657
seed3,seed3_t8_#0,-0.9891761957478207
seed3,seed3_t8_#0,-0.9533351843862405
seed3,seed3_r8_#1,-0.8740299354349554
seed3,seed3_r8_#1,-0.8640422621667597
seed3,seed3_r8_#1,-0.8201133582215934
seed3,seed3_t8_#1,-0.9615172660784967
seed3,seed3_t8_#1,-0.9695498506002793
seed3,seed3_t8_#1,-0.9812052367519182
seed3,seed3_r8_#2,-0.8938771614368184
seed3,seed3_r8_#2,-0.9916534238445861
seed3,seed3_r8_#2,-0.982026771295199
seed3,seed3_t8_#2,-0.9788509661447093
seed3,seed3_t8_#2,-0.9717556253800794
seed3,seed3_t8_#2,-0.9220274205806576
seed3,seed3_r9_#0,-0.8992573422682422
seed3,seed3_r9_#0,-0.9495355000201029
seed3,seed3_r9_#0,-0.8648625908813901
seed3,seed3_t9_#0,-1.071984990779641
seed3,seed3_t9_#0,-0.9282145372526796
seed3,seed3_t9_#0,-0.9807529881412707
seed3,seed3_r9_#1,-0.9591967180651737
seed3,seed3_r9_#1,-0.920088138284268
seed3,seed3_r9_#1,-0.976225416441628
seed3,seed3_t9_#1,-0.9159716119380625
seed3,seed3_t9_#1,-0.8979625613336897
seed3,seed3_t9_#1,-0.9158595937125444
seed3,seed3_r9_#2,-1.016482509365923
seed3,seed3_r9_#2,-0.97228843348069
seed3,seed3_r9_#2,-0.927315976803
seed3,seed3_t9_#2,-0.9516822326330885
seed3,seed3_t9_#2,-0.9669559074299936
seed3,seed3_t9_#2,-0.9715563143909828
seed3,seed4_r1_#0,-0.9072559277131507
seed3,seed4_r1_#0,-0.9866594504786381
seed3,seed4_r1_#0,-0.9753495525405782
seed3,seed4_r1_#1,-0.8077924466457407
seed3,seed4_r1_#1,-0.9263907550875632
seed3,seed4_r1_#1,-0.992705302702616
seed3,seed4_r1_#2,-0.9698144613438773
seed3,seed4_r1_#2,-0.8895754865445773
seed3,seed4_r1_#2,-0.860250234956476
seed3,seed2_r1_#0,-0.8826692415532948
seed3,seed2_r1_#0,-0.8240338382850183
seed3,seed2_r1_#0,-0.9153161603248277
seed3,seed2_r1_#1,-0.906481311073807
seed3,seed2_r1_#1,-0.9108061434751218
seed3,seed2_r1_#1,-0.8803602144203382
seed3,seed2_r1_#2,-0.9676258358397314
seed3,seed2_r1_#2,-0.8965959596038258
seed3,seed2_r1_#2,-0.906202589942689
seed3,berlin52-2_r1_#0,-0.9074296107093718
seed3,berlin52-2_r1_#0,-0.9394397210211456
seed3,berlin52-2_r1_#0,-0.8934313157945946
seed3,berlin52-2_r1_#1,-0.8444440551197628
seed3,berlin52-2_r1_#1,-0.880798556048461
seed3,berlin52-2_r1_#1,-0.9167645574789345
seed3,berlin52-2_r1_#2,-0.8857711057094161
seed3,berlin52-2_r1_#2,-0.9526316834627
seed3,berlin52-2_r1_#2,-0.937019230674925
seed3,eil51-1_r1_#0,-0.9439852013534671
seed3,eil51-1_r1_#0,-0.9504749358128732
seed3,eil51-1_r1_#0,-1.0247087139585755
seed3,eil51-1_r1_#1,-0.8981270956581364
seed3,eil51-1_r1_#1,-0.8944295157863122
seed3,eil51-1_r1_#1,-0.8759024959586237
seed3,eil51-1_r1_#2,-0.894692777600586
seed3,eil51-1_r1_#2,-0.9376297472363802
seed3,eil51-1_r1_#2,-0.8414893299058386
seed3,seed0_r1_#0,-0.9049706241815557
seed3,seed0_r1_#0,-0.8847344298595681
seed3,seed0_r1_#0,-0.9007315469196076
seed3,seed0_r1_#1,-0.8659649535218132
seed3,seed0_r1_#1,-0.9821109499069617
seed3,seed0_r1_#1,-0.9080546671216219
seed3,seed0_r1_#2,-0.8270508353157722
seed3,seed0_r1_#2,-0.8816636681223364
seed3,seed0_r1_#2,-0.8667705970697119
seed3,seed1_r1_#0,-0.9224156182916139
seed3,seed1_r1_#0,-0.9910178654346566
seed3,seed1_r1_#0,-0.9388162357159242
seed3,seed1_r1_#1,-0.8717412418907798
seed3,seed1_r1_#1,-0.8782234099351144
seed3,seed1_r1_#1,-0.877408682671402
seed3,seed1_r1_#2,-0.8586472125959932
seed3,seed1_r1_#2,-0.9051732820177749
seed3,seed1_r1_#2,-0.851902788593701
seed4,seed3_r1_#0,-1.0213480625581897
seed4,seed3_r1_#0,-0.9022187849504262
seed4,seed3_r1_#0,-0.9771582092831621
seed4,seed3_r1_#1,-0.8765501174874474
seed4,seed3_r1_#1,-0.9106309362220071
seed4,seed3_r1_#1,-0.9615829413954358
seed4,seed3_r1_#2,-0.9166507375083421
seed4,seed3_r1_#2,-0.7881025632631125
seed4,seed3_r1_#2,-0.8988515307721076
seed4,seed4_r0_#0,-1.0066236901189947
seed4,seed4_r0_#0,-1.064637377431219
seed4,seed4_r0_#0,-1.0342424386066837
seed4,seed4_r1_#0,-0.9361652396687484
seed4,seed4_r1_#0,-1.0303931931666042
seed4,seed4_r1_#0,-0.9855144828455793
seed4,seed4_t1_#0,-1.0165152927848107
seed4,seed4_t1_#0,-1.0029148092756048
seed4,seed4_t1_#0,-1.0140749478200988
seed4,seed4_r1_#1,-1.0035119991115398
seed4,seed4_r1_#1,-0.9388118118182669
seed4,seed4_r1_#1,-0.974516273454213
seed4,seed4_t1_#1,-0.9529147740338197
seed4,seed4_t1_#1,-0.9259681169061649
seed4,seed4_t1_#1,-0.9534320289718977
seed4,seed4_r1_#2,-0.9304769650726299
seed4,seed4_r1_#2,-0.9217244129800335
seed4,seed4_r1_#2,-0.9711855076224627
seed4,seed4_t1_#2,-0.9530791532628353
seed4,seed4_t1_#2,-0.9143451319514126
seed4,seed4_t1_#2,-0.9804520390707578
seed4,seed4_r2_#0,-0.9491255411531874
seed4,seed4_r2_#0,-1.0411975085909753
seed4,seed4_r2_#0,-0.9870728926250828
seed4,seed4_t2_#0,-0.9808699844595558
seed4,seed4_t2_#0,-1.0096211331988207
seed4,seed4_t2_#0,-0.9663318731123429
seed4,seed4_r2_#1,-1.0274527948180263
seed4,seed4_r2_#1,-1.0210426935481929
seed4,seed4_r2_#1,-0.9884734576845844
seed4,seed4_t2_#1,-1.0728150824743001
seed4,seed4_t2_#1,-0.9453100196576312
seed4,seed4_t2_#1,-0.9920524699553659
seed4,seed4_r2_#2,-0.9244559194337054
seed4,seed4_r2_#2,-0.9038656144046374
seed4,seed4_r2_#2,-0.9351219568806213
seed4,seed4_t2_#2,-0.9983966070395691
seed4,seed4_t2_#2,-0.9603262927108227
seed4,seed4_t2_#2,-0.9518286866236321
seed4,seed4_r3_#0,-0.9035624515040139
seed4,seed4_r3_#0,-0.9069381454176535
seed4,seed4_r3_#0,-1.0523771617915614
seed4,seed4_t3_#0,-0.9623707617306467
seed4,seed4_t3_#0,-0.9522767472309568
seed4,seed4_t3_#0,-1.0865452720549253
seed4,seed4_r3_#1,-1.0004109176308036
seed4,seed4_r3_#1,-0.9883529489101388
seed4,seed4_r3_#1,-0.9612624798245167
seed4,seed4_t3_#1,-0.9878036216751427
seed4,seed4_t3_#1,-0.9778060081781033
seed4,seed4_t3_#1,-1.0855541223050023
seed4,seed4_r3_#2,-1.0039806334134445
seed4,seed4_r3_#2,-0.9675512406907436
seed4,seed4_r3_#2,-0.9925334446809242
seed4,seed4_t3_#2,-0.9722270234709862
seed4,seed4_t3_#2,-0.9836289758724284
seed4,seed4_t3_#2,-0.8983341342485966
seed4,seed4_r4_#0,-0.9555202143356734
seed4,seed4_r4_#0,-0.8940607950620529
seed4,seed4_r4_#0,-0.9638329550256278
seed4,seed4_t4_#0,-1.0298954409627075
seed4,seed4_t4_#0,-1.0244427835527627
seed4,seed4_t4_#0,-1.0308500629933885
seed4,seed4_r4_#1,-0.9090434781527339
seed4,seed4_r4_#1,-0.9534785431880278
seed4,seed4_r4_#1,-0.9753868366982792
seed4,seed4_t4_#1,-1.0544812345158496
seed4,seed4_t4_#1,-1.0252899436518268
seed4,seed4_t4_#1,-0.9693965616849719
seed4,seed4_r4_#2,-0.9330155808136109
seed4,seed4_r4_#2,-0.8732426228526415
seed4,seed4_r4_#2,-0.8809895940035131
seed4,seed4_t4_#2,-0.9829817251483681
seed4,seed4_t4_#2,-1.0132088598591973
seed4,seed4_t4_#2,-0.9943803166829883
seed4,seed4_r5_#0,-0.9838966621598277
seed4,seed4_r5_#0,-0.9103732347956037
seed4,seed4_r5_#0,-0.9057858481710199
seed4,seed4_t5_#0,-0.9737048019550759
seed4,seed4_t5_#0,-0.9156996630158911
seed4,seed4_t5_#0,-0.9414285493913658
seed4,seed4_r5_#1,-0.9174566841488552
seed4,seed4_r5_#1,-1.0688461511584475
seed4,seed4_r5_#1,-0.9446530134439985
seed4,seed4_t5_#1,-0.9781762357738362
seed4,seed4_t5_#1,-0.9544828208284191
seed4,seed4_t5_#1,-1.0440487003045222
seed4,seed4_r5_#2,-0.89223135997336
seed4,seed4_r5_#2,-1.007011724874546
seed4,seed4_r5_#2,-0.8765733580344772
seed4,seed4_t5_#2,-0.9144795940646521
seed4,seed4_t5_#2,-0.9459116064399427
seed4,seed4_t5_#2,-0.9887087626642217
seed4,seed4_r6_#0,-0.7705526383178651
seed4,seed4_r6_#0,-0.8964459897428892
seed4,seed4_r6_#0,-0.8195001070489585
seed4,seed4_t6_#0,-0.9458116439294479
seed4,seed4_t6_#0,-0.9740678070192266
seed4,seed4_t6_#0,-0.9593934552469768
seed4,seed4_r6_#1,-0.9714755235544615
seed4,seed4_r6_#1,-0.9182966418557102
seed4,seed4_r6_#1,-0.9535681921753079
seed4,seed4_t6_#1,-0.9521911067977435
seed4,seed4_t6_#1,-1.000138112856215
seed4,seed4_t6_#1,-0.9267392428814294
seed4,seed4_r6_#2,-0.8665663615431098
seed4,seed4_r6_#2,-0.98807524628695
seed4,seed4_r6_#2,-0.9579220290978234
seed4,seed4_t6_#2,-1.0475220197949815
seed4,seed4_t6_#2,-1.0338435764602583
seed4,seed4_t6_#2,-0.9611581621305587
seed4,seed4_r7_#0,-0.9493313966203833
seed4,seed4_r7_#0,-0.8912387564950492
seed4,seed4_r7_#0,-1.023716349341671
seed4,seed4_t7_#0,-0.9839041797471006
seed4,seed4_t7_#0,-0.947457362738167
seed4,seed4_t7_#0,-0.9784300613761564
seed4,seed4_r7_#1,-1.061794413211812
seed4,seed4_r7_#1,-0.885082651519991
seed4,seed4_r7_#1,-0.9433738514356054
seed4,seed4_t7_#1,-0.9735608904299422
seed4,seed4_t7_#1,-0.9619111127756721
seed4,seed4_t7_#1,-0.9363153437756655
seed4,seed4_r7_#2,-1.0175801145307994
seed4,seed4_r7_#2,-0.9303197256987215
seed4,seed4_r7_#2,-0.9787747426737241
seed4,seed4_t7_#2,-0.977977697101502
seed4,seed4_t7_#2,-0.9509759463351118
seed4,seed4_t7_#2,-0.9250051055169395
seed4,seed4_r8_#0,-0.9895937497948479
seed4,seed4_r8_#0,-0.9801615289875211
seed4,seed4_r8_#0,-1.0164065891404102
seed4,seed4_t8_#0,-1.0576507461910567
seed4,seed4_t8_#0,-0.9944288766640065
seed4,seed4_t8_#0,-0.9209172497268174
seed4,seed4_r8_#1,-0.8828040564385338
seed4,seed4_r8_#1,-0.9155633470763356
seed4,seed4_r8_#1,-0.8345515313537237
seed4,seed4_t8_#1,-0.947863791495294
seed4,seed4_t8_#1,-0.9633690986376146
seed4,seed4_t8_#1,-0.9762155558345231
seed4,seed4_r8_#2,-0.9520808094293107
seed4,seed4_r8_#2,-0.9184918126277477
seed4,seed4_r8_#2,-1.0092811231249907
seed4,seed4_t8_#2,-1.0071629770995911
seed4,seed4_t8_#2,-0.971444896539212
seed4,seed4_t8_#2,-0.9559102763737797
seed4,seed4_r9_#0,-0.9290540617983547
seed4,seed4_r9_#0,-0.9571457737868323
seed4,seed4_r9_#0,-0.9401355078824465
seed4,seed4_t9_#0,-1.0044837816803687
seed4,seed4_t9_#0,-0.8710716225627912
seed4,seed4_t9_#0,-0.8946133670265868
seed4,seed4_r9_#1,-0.8945003045809475
seed4,seed4_r9_#1,-0.9115435190607456
seed4,seed4_r9_#1,-0.927214095566224
seed4,seed4_t9_#1,-0.9158214407246641
seed4,seed4_t9_#1,-0.9640400515802918
seed4,seed4_t9_#1,-0.9650647412883062
seed4,seed4_r9_#2,-0.9184027070192413
seed4,seed4_r9_#2,-0.9658327243996117
seed4,seed4_r9_#2,-0.8971382421541698
seed4,seed4_t9_#2,-0.9362048182062427
seed4,seed4_t9_#2,-1.02704339632382
seed4,seed4_t9_#2,-0.9561380709522485
seed4,seed2_r1_#0,-0.9127131894471042
seed4,seed2_r1_#0,-0.9042327514459069
seed4,seed2_r1_#0,-0.9168841020304599
seed4,seed2_r1_#1,-0.9539670977552608
seed4,seed2_r1_#1,-0.8850771257796476
seed4,seed2_r1_#1,-0.891396702656159
seed4,seed2_r1_#2,-0.9855397213997387
seed4,seed2_r1_#2,-0.9403749942429636
seed4,seed2_r1_#2,-0.9140730299510924
seed4,berlin52-2_r1_#0,-0.9111582944693756
seed4,berlin52-2_r1_#0,-0.8677755893192998
seed4,berlin52-2_r1_#0,-0.9051330455603939
seed4,berlin52-2_r1_#1,-0.9379131269593272
seed4,berlin52-2_r1_#1,-0.9012130635983646
seed4,berlin52-2_r1_#1,-0.9257932336404203
seed4,berlin52-2_r1_#2,-0.905043510526528
seed4,berlin52-2_r1_#2,-0.8430274072349366
seed4,berlin52-2_r1_#2,-0.9294979462802433
seed4,eil51-1_r1_#0,-0.8248245530448914
seed4,eil51-1_r1_#0,-0.8801786431869485
seed4,eil51-1_r1_#0,-0.9032694016111436
seed4,eil51-1_r1_#1,-0.9029509631499959
seed4,eil51-1_r1_#1,-0.9227648479551339
seed4,eil51-1_r1_#1,-0.9116862628799822
seed4,eil51-1_r1_#2,-0.9672411506390732
seed4,eil51-1_r1_#2,-0.9241369919118088
seed4,eil51-1_r1_#2,-0.919948163520859
seed4,seed0_r1_#0,-0.9152397961310056
seed4,seed0_r1_#0,-0.9720110553992511
seed4,seed0_r1_#0,-0.936658019900739
seed4,seed0_r1_#1,-0.9342601083991855
seed4,seed0_r1_#1,-0.9534082867522049
seed4,seed0_r1_#1,-0.9069643394813888
seed4,seed0_r1_#2,-0.9083867565215185
seed4,seed0_r1_#2,-1.099525129862903
seed4,seed0_r1_#2,-0.9595597666968572
seed4,seed1_r1_#0,-0.9953989118330625
seed4,seed1_r1_#0,-0.9407287101595103
seed4,seed1_r1_#0,-0.9228262475575872
seed4,seed1_r1_#1,-0.9365222000461136
seed4,seed1_r1_#1,-0.9146761642962843
seed4,seed1_r1_#1,-0.9544773528621628
seed4,seed1_r1_#2,-0.9278371308793472
seed4,seed1_r1_#2,-0.9130992922003344
seed4,seed1_r1_#2,-0.8617621602285763
seed2,seed3_r1_#0,-0.9018266756271618
seed2,seed3_r1_#0,-1.0022630224440194
seed2,seed3_r1_#0,-0.9457861145284583
seed2,seed3_r1_#1,-0.9406043998585214
seed2,seed3_r1_#1,-0.9287670539558881
seed2,seed3_r1_#1,-0.8751430559975484
seed2,seed3_r1_#2,-0.8495530664230311
seed2,seed3_r1_#2,-0.8766516743217881
seed2,seed3_r1_#2,-0.9597717568866739
seed2,seed4_r1_#0,-0.7900711286808698
seed2,seed4_r1_#0,-0.8579665351564647
seed2,seed4_r1_#0,-0.9247422460441337
seed2,seed4_r1_#1,-0.895698509713734
seed2,seed4_r1_#1,-0.8762630692546312
seed2,seed4_r1_#1,-0.9161920969922187
seed2,seed4_r1_#2,-0.9967567389072579
seed2,seed4_r1_#2,-0.9288637833727734
seed2,seed4_r1_#2,-0.8412846634615512
seed2,seed2_r0_#0,-0.9699979674900429
seed2,seed2_r0_#0,-1.0045627647965651
seed2,seed2_r0_#0,-1.1124975198647795
seed2,seed2_r1_#0,-1.0076160240275986
seed2,seed2_r1_#0,-1.100648496586829
seed2,seed2_r1_#0,-1.0186455964817922
seed2,seed2_t1_#0,-1.0786935754477058
seed2,seed2_t1_#0,-0.9268460809271613
seed2,seed2_t1_#0,-1.005729385352484
seed2,seed2_r1_#1,-0.9346035762999836
seed2,seed2_r1_#1,-1.0057297142159212
seed2,seed2_r1_#1,-1.025977814075022
seed2,seed2_t1_#1,-0.9774384241455043
seed2,seed2_t1_#1,-0.9913272487372714
seed2,seed2_t1_#1,-0.9884676563609625
seed2,seed2_r1_#2,-0.949462507441521
seed2,seed2_r1_#2,-0.9266606735569787
seed2,seed2_r1_#2,-0.9536759708032956
seed2,seed2_t1_#2,-0.9419601019724864
seed2,seed2_t1_#2,-1.0182376842083747
seed2,seed2_t1_#2,-0.9737084597395521
seed2,seed2_r2_#0,-0.9273474767145407
seed2,seed2_r2_#0,-0.8258102588519061
seed2,seed2_r2_#0,-0.862082754233225
seed2,seed2_t2_#0,-1.0064383435886322
seed2,seed2_t2_#0,-1.0101828322571784
seed2,seed2_t2_#0,-1.0070208780025511
seed2,seed2_r2_#1,-0.9700411058745328
seed2,seed2_r2_#1,-0.9347070914898292
seed2,seed2_r2_#1,-0.945506934959575
seed2,seed2_t2_#1,-1.0241107986850875
seed2,seed2_t2_#1,-1.1623718004296373
seed2,seed2_t2_#1,-0.9812425858064597
seed2,seed2_r2_#2,-1.0241919771757755
seed2,seed2_r2_#2,-0.9674939796713831
seed2,seed2_r2_#2,-0.9095432171116948
seed2,seed2_t2_#2,-1.0164909088320793
seed2,seed2_t2_#2,-1.0099417201078444
seed2,seed2_t2_#2,-1.0150006314750335
seed2,seed2_r3_#0,-0.8956429275311857
seed2,seed2_r3_#0,-0.9273225704699455
seed2,seed2_r3_#0,-0.8889803711331408
seed2,seed2_t3_#0,-1.0082798782653064
seed2,seed2_t3_#0,-0.9730011977552164
seed2,seed2_t3_#0,-0.9658826591991112
seed2,seed2_r3_#1,-0.9398053952854362
seed2,seed2_r3_#1,-0.9805429954125475
seed2,seed2_r3_#1,-0.9146389391410501
seed2,seed2_t3_#1,-1.004103966499006
seed2,seed2_t3_#1,-1.0854632736724397
seed2,seed2_t3_#1,-1.113748553290527
seed2,seed2_r3_#2,-0.9015390112140902
seed2,seed2_r3_#2,-0.824992627861741
seed2,seed2_r3_#2,-0.9833788315748404
seed2,seed2_t3_#2,-1.010311613223387
seed2,seed2_t3_#2,-1.0160031786449086
seed2,seed2_t3_#2,-1.0030323348821004
seed2,seed2_r4_#0,-0.9536823470130837
seed2,seed2_r4_#0,-0.8973605171603658
seed2,seed2_r4_#0,-0.9403431186459814
seed2,seed2_t4_#0,-0.9699223739168072
seed2,seed2_t4_#0,-1.0005716834531218
seed2,seed2_t4_#0,-0.8862432151230601
seed2,seed2_r4_#1,-0.9683380577286991
seed2,seed2_r4_#1,-0.8887794986061103
seed2,seed2_r4_#1,-0.9739505512221363
seed2,seed2_t4_#1,-0.9634919096844161
seed2,seed2_t4_#1,-0.9917004269425787
seed2,seed2_t4_#1,-1.134746263352259
seed2,seed2_r4_#2,-0.9664894570258721
seed2,seed2_r4_#2,-0.9422524434781364
seed2,seed2_r4_#2,-0.9873778767059491
seed2,seed2_t4_#2,-0.9881159645138711
seed2,seed2_t4_#2,-0.9527793463086538
seed2,seed2_t4_#2,-1.018869930937819
seed2,seed2_r5_#0,-1.0293760953963629
seed2,seed2_r5_#0,-0.9806236972418663
seed2,seed2_r5_#0,-0.9655408980613135
seed2,seed2_t5_#0,-0.962718225324042
seed2,seed2_t5_#0,-0.9904005820822451
seed2,seed2_t5_#0,-0.9936206553334646
seed2,seed2_r5_#1,-0.9876062658139304
seed2,seed2_r5_#1,-0.9613862895282066
seed2,seed2_r5_#1,-0.9608790332678635
seed2,seed2_t5_#1,-1.0451506620283917
seed2,seed2_t5_#1,-0.998347643145305
seed2,seed2_t5_#1,-1.0231604145913027
seed2,seed2_r5_#2,-0.9591356926185931
seed2,seed2_r5_#2,-0.9057005624630928
seed2,seed2_r5_#2,-0.9292506643676246
seed2,seed2_t5_#2,-0.9893806825045206
seed2,seed2_t5_#2,-0.9865157290014995
seed2,seed2_t5_#2,-0.9235564828264706
seed2,seed2_r6_#0,-0.9701544254350454
seed2,seed2_r6_#0,-0.880070208589721
seed2,seed2_r6_#0,-0.9219680736240087
seed2,seed2_t6_#0,-0.9766904275900824
seed2,seed2_t6_#0,-0.9437213927163459
seed2,seed2_t6_#0,-0.9992418987230154
seed2,seed2_r6_#1,-0.9206429610335993
seed2,seed2_r6_#1,-0.9283885722828772
seed2,seed2_r6_#1,-0.8597078477472685
seed2,seed2_t6_#1,-0.9791328799562555
seed2,seed2_t6_#1,-0.9581460151607674
seed2,seed2_t6_#1,-0.9496182913286252
seed2,seed2_r6_#2,-0.9528588118482246
seed2,seed2_r6_#2,-0.8941024924973382
seed2,seed2_r6_#2,-0.9770417196575244
seed2,seed2_t6_#2,-0.953267928561717
seed2,seed2_t6_#2,-0.9869366401321281
seed2,seed2_t6_#2,-0.9471804335723333
seed2,seed2_r7_#0,-1.0021401501136915
seed2,seed2_r7_#0,-0.9551665343758289
seed2,seed2_r7_#0,-0.9774390098080216
seed2,seed2_t7_#0,-0.9861453408311269
seed2,seed2_t7_#0,-0.983214697653572
seed2,seed2_t7_#0,-0.993995538352
seed2,seed2_r7_#1,-0.914943401430386
seed2,seed2_r7_#1,-0.9542038218872201
seed2,seed2_r7_#1,-0.9027823233519037
seed2,seed2_t7_#1,-0.9746985417043501
seed2,seed2_t7_#1,-0.924242649095276
seed2,seed2_t7_#1,-1.0408554942114823
seed2,seed2_r7_#2,-0.900035718037786
