query mapping geometric deepwalk node2vec struc2vec dummy kernel_edge_hist_gauss kernel_edge_hist kernel_random_walk_exp kernel_random_walk_geo kernel_vertex_edge_hist_gauss kernel_vertex_edge_hist kernel_vertex_vertex_edge_hist heuristic_dbl_mst heuristic_far_ins heuristic_near_ins heuristic_near_neigh 
circuit_22_u574 4326.33172873316 4415.157876873213 4831.1279379214875 3852.234041181484 6144.923022187102 6115.580431264896 4130.429696320804 4130.429696320804 4128.331850742778 4019.1363232882863 4130.429696320804 3817.332221735457 4011.981104359891 4565.181459725873 3783.691625198918 4067.110508329429 3921.184487239283 
gaussian_8 7.873701413170564 7.835592391810896 8.950664497067384 7.894148862354347 11.08499641385964 11.158914139438506 7.894148862354347 7.894148862354347 7.894148862354347 7.724342035353801 7.894148862354347 7.886900891805032 7.894148862354347 9.632376274320787 8.45483736441141 8.285474805743005 9.899936880871293 
city_1_usa13509_ll 89599.7813241305 84882.76452306661 77274.57518722309 77274.57518722309 121199.0949441583 125707.05801145975 77274.57518722309 77274.57518722309 77274.57518722309 77274.57518722309 77274.57518722309 77274.57518722309 77274.57518722309 92487.37062424929 76859.38499184772 71505.83710058276 72746.91432184406 
uniform_14 10.3620625004617 10.386734376035871 15.334012576436908 10.795737643756548 17.429032574513695 18.069752017422896 10.795737643756548 10.429780640737068 10.795737643756548 10.795737643756548 10.795737643756548 10.563170636850609 10.795737643756548 12.814894325255601 11.546527446048165 11.435763378353617 12.767248231822268 
uniform_6 10.238005902698877 10.238005902698877 10.70388071107462 10.812759835216244 16.245583996925976 18.108797391185664 10.878092604218361 11.030853510488729 10.753826913270705 11.030853510488729 11.214563080654733 11.214563080654733 11.214563080654733 12.841515447733112 11.219478404939762 10.59950997406731 11.817298849367292 
city_2_usa13509_ul 96605.28190734703 94391.02258179165 136472.93305932844 96314.00121580224 133645.5857556928 139162.8932106662 96314.00121580224 85242.11377350414 96314.00121580224 96314.00121580224 96314.00121580224 96314.00121580224 90820.5467194683 96281.24184443332 82322.10570404382 89970.1383347601 101233.69674127623 
uniform_2 9.352508212312225 9.352508212312225 13.6818843643815 10.422264674267405 16.086087177978882 16.087464671460864 10.742025592859868 9.64594875486997 9.469962659490132 9.458711804667704 10.254435692540154 10.052139291987382 10.742025592859868 12.482113281942617 9.69076355704431 10.459872401653646 11.401402993837126 
uniform_20 9.627587909952679 9.627587909952679 10.91796723443773 9.627587909952679 17.046164146283882 17.12621589532137 9.627587909952679 9.627587909952679 9.627587909952679 9.627587909952679 9.627587909952679 9.627587909952679 9.627587909952679 12.194675398285138 10.670175513603015 10.542871141806003 11.710023387401177 
circuit_24_u724 4386.2850332378075 4500.612755761702 5698.684419123533 3629.6597572103287 6221.588623234451 6546.960693445274 3629.6597572103287 3629.6597572103287 3629.6597572103287 3629.6597572103287 3629.6597572103287 3629.6597572103287 3629.6597572103287 4599.579059253168 3777.267290429399 4106.069396681647 4246.16155160328 
uniform_3 11.298529306102251 11.298529306102251 12.62596036867345 11.862789432901995 17.042594838175027 17.956737569624362 11.760920840364323 11.423549819396047 13.082977621890802 12.711565884009369 11.906586826000016 13.082977621890802 13.082977621890802 13.428964852811347 11.562845451513422 11.819649438763026 11.526994076426748 
circuit_23_pr1002 17058.37006705459 17213.121125151618 14070.791098875829 14070.791098875829 22171.351566057674 22771.08812242992 14070.791098875829 14055.0389002889 14070.791098875829 14070.791098875829 14070.791098875829 14070.791098875829 14070.791098875829 17163.012818654744 15475.440501263856 16392.03741638532 15231.981305179423 
gaussian_9 7.145195255228678 7.145195255228678 7.14519525522868 7.109270217829086 11.096350958310893 10.71433504828189 7.145195255228678 7.145195255228678 7.145195255228678 7.096484607101505 7.145195255228678 7.145195255228678 7.145195255228678 8.392306411388404 7.387018627396707 6.950722270467402 8.875532954544065 
city_17_brd14051_ll 1509.2411299059577 1455.827295098323 2088.561678188544 1656.4877977100962 1989.2439317598098 2171.0869117834773 1472.9421885624822 1472.9421885624822 
