Inst_a,Inst_b,Distance,Baseline
circuit_4_pr299,circuit_4_pr299,0.007486073059263237,0.0
circuit_4_pr299,circuit_24_u724,0.004341332229446846,0.4145909198428859
circuit_4_pr299,circuit_13_pcb442,0.004532144946297633,0.39564134868208356
circuit_4_pr299,city_5_ali535_l,0.010950223969977357,0.06373423044375381
circuit_4_pr299,gaussian_13,0.0061223162043849986,0.10645852503682318
circuit_4_pr299,gaussian_24,0.006731695032317038,0.040785623225521705
circuit_4_pr299,circuit_10_pr107,0.007513452434575664,0.05516747883168127
circuit_4_pr299,uniform_6,0.006011096999724928,0.7126320875187098
circuit_4_pr299,circuit_6_p654,0.03630986606607752,0.09753874510177779
circuit_4_pr299,city_11_nrw1379_r,0.0053698028308304035,0.5059868598434614
circuit_4_pr299,city_6_ali535_r,0.0034644208234281874,0.29311072640068425
circuit_4_pr299,circuit_1_linhp318,0.004908183090063631,0.34039535602586923
circuit_4_pr299,gaussian_7,0.006804367129835304,0.07028522219647748
circuit_4_pr299,uniform_10,0.0049954846875822695,0.7654422045068318
circuit_4_pr299,uniform_3,0.005591582310313888,0.5978727173415725
circuit_4_pr299,circuit_11_pr144,0.004696781029611442,0.6335987230020625
circuit_4_pr299,uniform_15,0.004302862059934363,0.6520298579122723
circuit_4_pr299,uniform_22,0.00633876369019323,0.5991701052413834
circuit_4_pr299,gaussian_2,0.0043973868394263866,0.047969866783585835
circuit_4_pr299,city_14_gr666_l,0.0044972504820080085,0.02921153807628185
circuit_4_pr299,gaussian_21,0.005782594892006463,0.03386905188258149
circuit_4_pr299,gaussian_16,0.004974837708250684,0.005475061732735376
circuit_4_pr299,uniform_18,0.005600843479148371,0.61662627399241
circuit_4_pr299,city_23_att532_r,0.008052942074575738,0.20140748489696936
circuit_4_pr299,city_0_bier127,0.005818827448263929,0.42506057159351274
circuit_4_pr299,city_22_att532_l,0.005318010440594745,0.3066422476892898
circuit_4_pr299,gaussian_11,0.004543025739765986,0.011391372326079785
circuit_4_pr299,gaussian_8,0.008020191316728839,0.12728108562940232
circuit_4_pr299,city_21_gr229,0.004615150902686683,0.014114447639253402
circuit_4_pr299,city_12_gr431,0.005496883604453937,0.0715163927001562
circuit_4_pr299,city_18_brd14051_ul,0.00581356383839703,0.5675550883463976
circuit_4_pr299,uniform_9,0.01032634439662485,0.6193615068012825
circuit_4_pr299,circuit_9_pr136,0.005159215493801606,0.6269231067376053
circuit_4_pr299,city_10_nrw1379_l,0.009585913553137685,0.3622501998690415
circuit_4_pr299,circuit_18_d1291,0.008341135502590077,0.3709817993814064
circuit_4_pr299,gaussian_5,0.0055847662710506035,0.15792358903246861
circuit_4_pr299,city_17_brd14051_ll,0.005527520472959101,0.4714909935615885
circuit_4_pr299,uniform_12,0.004682309534450638,0.8013057595101726
circuit_4_pr299,uniform_4,0.011694358350695466,0.49953310800221673
circuit_4_pr299,uniform_20,0.005558155113362026,0.6385297630579021
circuit_4_pr299,uniform_17,0.004571570648174196,0.5489110170846261
circuit_4_pr299,circuit_14_fl417,0.00557477993043421,0.1317144205567004
circuit_4_pr299,gaussian_0,0.008465797520251029,0.1701846581594617
circuit_4_pr299,city_16_gr96,0.007531078348670721,0.38951105905335726
circuit_4_pr299,gaussian_19,0.006055450373395972,0.050101905191653584
circuit_4_pr299,uniform_1,0.005079982536107772,0.557807631973833
circuit_4_pr299,circuit_23_pr1002,0.008959753364979164,0.37279980213866937
circuit_4_pr299,city_24_berlin52,0.006139917049885565,0.08613710549445641
circuit_4_pr299,gaussian_14,0.0050519170170023634,0.14773458746680113
circuit_4_pr299,gaussian_23,0.008202162458137584,0.09210900123724053
circuit_4_pr299,circuit_15_u1060,0.003391441735516401,0.050090346537671415
circuit_4_pr299,city_19_brd14051_lr,0.0041431223516231646,0.4132791521287682
circuit_4_pr299,city_20_brd14051_ur,0.004281138169769068,0.07495841268352221
circuit_4_pr299,circuit_21_d493,0.0046983033845699506,0.3701303100062463
circuit_4_pr299,uniform_2,0.009996338489003782,0.767031390947469
circuit_4_pr299,circuit_22_u574,0.006294454340350172,0.31979582833068765
circuit_4_pr299,gaussian_3,0.005551975739708077,0.09143969379762806
circuit_4_pr299,city_1_usa13509_ll,0.007480672440251784,0.5195512542774818
circuit_4_pr299,uniform_14,0.005440354033931825,0.6203652054115267
circuit_4_pr299,uniform_23,0.008731367841935227,0.6440591789203267
circuit_4_pr299,circuit_16_pr76,0.011639679576317341,0.5186479557040988
circuit_4_pr299,uniform_19,0.00790066532634708,0.5303756510526401
circuit_4_pr299,circuit_0_a280,0.004948872509522213,0.20933844464218598
circuit_4_pr299,gaussian_20,0.005334829388594591,0.33053692301296134
circuit_4_pr299,gaussian_17,0.004323262294501663,0.036317626793145985
circuit_4_pr299,city_4_usa13509_ur,0.003985319483884392,0.21367432114908214
circuit_4_pr299,circuit_5_d657,0.005821591222534456,0.6117490752659653
circuit_4_pr299,circuit_3_pr264,0.027416488628588784,0.08041361163333671
circuit_4_pr299,gaussian_12,0.008214858061752107,0.09270414933008131
circuit_4_pr299,circuit_2_pr124,0.006441491642549205,0.5742071536503774
circuit_4_pr299,uniform_7,0.004393685380608412,0.6529488306967468
circuit_4_pr299,circuit_17_u159,0.006751866666436484,0.10557625373146251
circuit_4_pr299,city_8_fnl4461_l,0.014750057429517044,0.05547092421555477
circuit_4_pr299,uniform_11,0.005873227313755405,0.8172690021525225
circuit_4_pr299,city_13_gr202,0.0038562645397103184,0.3636634904339975
circuit_4_pr299,gaussian_6,0.005143561985525936,0.04618914331805224
