Inst_a,Inst_b,Distance, Baseline
uniform_17,uniform_17_r0_#0,0.003290477631529009,0.0
uniform_17,uniform_17_r0_#0,0.004831592684999123,0.0
uniform_17,uniform_17_r0_#0,0.0041931723210202835,0.0
uniform_17,uniform_17_r1_#0,0.0038734213454936434,0.06385887475492669
uniform_17,uniform_17_r1_#0,0.0027318476284129626,0.06385887475492669
uniform_17,uniform_17_r1_#0,0.003384927159151372,0.06385887475492669
uniform_17,uniform_17_t1_#0,0.01662635071223309,0.06356131136051468
uniform_17,uniform_17_t1_#0,0.004176121337763458,0.06356131136051468
uniform_17,uniform_17_t1_#0,0.004337082754809423,0.06356131136051468
uniform_17,uniform_17_r2_#0,0.002893373577878513,0.08617639693731927
uniform_17,uniform_17_r2_#0,0.002386387014674046,0.08617639693731927
uniform_17,uniform_17_r2_#0,0.005064441846351455,0.08617639693731927
uniform_17,uniform_17_t2_#0,0.004293240201960437,0.08727769893922344
uniform_17,uniform_17_t2_#0,0.010798021371566564,0.08727769893922344
uniform_17,uniform_17_t2_#0,0.003091386154860809,0.08727769893922344
uniform_17,uniform_17_r3_#0,0.0023090704651218836,0.12717140141931993
uniform_17,uniform_17_r3_#0,0.005412669560662504,0.12717140141931993
uniform_17,uniform_17_r3_#0,0.004220887324397082,0.12717140141931993
uniform_17,uniform_17_t3_#0,0.0035584601516491904,0.12895430993624002
uniform_17,uniform_17_t3_#0,0.0050748062170593656,0.12895430993624002
uniform_17,uniform_17_t3_#0,0.006330909836382809,0.12895430993624002
uniform_17,uniform_17_r4_#0,0.005991857143496933,0.028412670472212076
uniform_17,uniform_17_r4_#0,0.004054426502513784,0.028412670472212076
uniform_17,uniform_17_r4_#0,0.003312273611835067,0.028412670472212076
uniform_17,uniform_17_t4_#0,0.003732505979759878,0.025129954044665004
uniform_17,uniform_17_t4_#0,0.0031381900328947237,0.025129954044665004
uniform_17,uniform_17_t4_#0,0.002954430551821091,0.025129954044665004
uniform_17,uniform_17_r5_#0,0.003796021838258467,0.03691580136494221
uniform_17,uniform_17_r5_#0,0.012246196611659575,0.03691580136494221
uniform_17,uniform_17_r5_#0,0.0033145906021844872,0.03691580136494221
uniform_17,uniform_17_t5_#0,0.0032295231097437048,0.047746194932304586
uniform_17,uniform_17_t5_#0,0.007878713693335017,0.047746194932304586
uniform_17,uniform_17_t5_#0,0.003433876512792703,0.047746194932304586
uniform_17,uniform_17_r6_#0,0.004533555077410844,0.09948024091589303
uniform_17,uniform_17_r6_#0,0.005052137707505072,0.09948024091589303
uniform_17,uniform_17_r6_#0,0.007485597582546322,0.09948024091589303
uniform_17,uniform_17_t6_#0,0.00559470127465144,0.10044074461786678
uniform_17,uniform_17_t6_#0,0.004399856632435329,0.10044074461786678
uniform_17,uniform_17_t6_#0,0.02591425937983925,0.10044074461786678
uniform_17,uniform_17_r7_#0,0.004694326596697699,0.20605863511241185
uniform_17,uniform_17_r7_#0,0.0068884650279360015,0.20605863511241185
uniform_17,uniform_17_r7_#0,0.003183441102018524,0.20605863511241185
uniform_17,uniform_17_t7_#0,0.004011848276525207,0.20505644568535142
uniform_17,uniform_17_t7_#0,0.00456379995252445,0.20505644568535142
uniform_17,uniform_17_t7_#0,0.006715251443479725,0.20505644568535142
uniform_17,uniform_17_r8_#0,0.004769703501200522,0.29313883915853123
uniform_17,uniform_17_r8_#0,0.004892274795703078,0.29313883915853123
uniform_17,uniform_17_r8_#0,0.0035738920521416863,0.29313883915853123
uniform_17,uniform_17_t8_#0,0.005012670845690339,0.2750620404545141
uniform_17,uniform_17_t8_#0,0.0061257767625639906,0.2750620404545141
uniform_17,uniform_17_t8_#0,0.007067647359850102,0.2750620404545141
uniform_17,uniform_17_r9_#0,0.00436958044326018,0.11146799409766195
uniform_17,uniform_17_r9_#0,0.005080946436814172,0.11146799409766195
uniform_17,uniform_17_r9_#0,0.00652799407084308,0.11146799409766195
uniform_17,uniform_17_t9_#0,0.0062655162915101125,0.09504278289339596
uniform_17,uniform_17_t9_#0,0.003543962346100244,0.09504278289339596
uniform_17,uniform_17_t9_#0,0.008653640879356737,0.09504278289339596
