Inst_a,Inst_b,Distance, Baseline
city_17_brd14051_ll,city_17_brd14051_ll_r0_#0,0.006820298872931765,0.0
city_17_brd14051_ll,city_17_brd14051_ll_r0_#0,0.0014115271988760798,0.0
city_17_brd14051_ll,city_17_brd14051_ll_r0_#0,0.0007271425603307673,0.0
city_17_brd14051_ll,city_17_brd14051_ll_r1_#0,0.007201231180498189,0.2313474842419057
city_17_brd14051_ll,city_17_brd14051_ll_r1_#0,0.00941744236280981,0.2313474842419057
city_17_brd14051_ll,city_17_brd14051_ll_r1_#0,0.008374119624511739,0.2313474842419057
city_17_brd14051_ll,city_17_brd14051_ll_t1_#0,0.004329219432234852,0.21792340184558628
city_17_brd14051_ll,city_17_brd14051_ll_t1_#0,0.008226166205959085,0.21792340184558628
city_17_brd14051_ll,city_17_brd14051_ll_t1_#0,0.008269460440399721,0.21792340184558628
city_17_brd14051_ll,city_17_brd14051_ll_r2_#0,0.03995509499178044,0.15104530976379826
city_17_brd14051_ll,city_17_brd14051_ll_r2_#0,0.14930208090832078,0.15104530976379826
city_17_brd14051_ll,city_17_brd14051_ll_r2_#0,0.17368679388992972,0.15104530976379826
city_17_brd14051_ll,city_17_brd14051_ll_t2_#0,0.16684199802809235,0.13880815833395266
city_17_brd14051_ll,city_17_brd14051_ll_t2_#0,0.09803164933718705,0.13880815833395266
city_17_brd14051_ll,city_17_brd14051_ll_t2_#0,0.018235303757748518,0.13880815833395266
city_17_brd14051_ll,city_17_brd14051_ll_r3_#0,0.06631349267819221,0.14090476346177105
city_17_brd14051_ll,city_17_brd14051_ll_r3_#0,0.16950625162340827,0.14090476346177105
city_17_brd14051_ll,city_17_brd14051_ll_r3_#0,0.06173807082300385,0.14090476346177105
city_17_brd14051_ll,city_17_brd14051_ll_t3_#0,0.034681569213713244,0.1153901007776279
city_17_brd14051_ll,city_17_brd14051_ll_t3_#0,0.0992167059547972,0.1153901007776279
city_17_brd14051_ll,city_17_brd14051_ll_t3_#0,0.1283306241828933,0.1153901007776279
city_17_brd14051_ll,city_17_brd14051_ll_r4_#0,0.1453384152150577,0.28740699242600204
city_17_brd14051_ll,city_17_brd14051_ll_r4_#0,0.03832479005856529,0.28740699242600204
city_17_brd14051_ll,city_17_brd14051_ll_r4_#0,0.09154801686695567,0.28740699242600204
city_17_brd14051_ll,city_17_brd14051_ll_t4_#0,0.031733347339346504,0.2873818248355434
city_17_brd14051_ll,city_17_brd14051_ll_t4_#0,0.13355444171588218,0.2873818248355434
city_17_brd14051_ll,city_17_brd14051_ll_t4_#0,0.02857854460375061,0.2873818248355434
city_17_brd14051_ll,city_17_brd14051_ll_r5_#0,0.053279815277268654,0.1632813256704675
city_17_brd14051_ll,city_17_brd14051_ll_r5_#0,0.025981850475552692,0.1632813256704675
city_17_brd14051_ll,city_17_brd14051_ll_r5_#0,0.07610535954953726,0.1632813256704675
city_17_brd14051_ll,city_17_brd14051_ll_t5_#0,0.033506147743513785,0.18747933188281862
city_17_brd14051_ll,city_17_brd14051_ll_t5_#0,0.011355453656488924,0.18747933188281862
city_17_brd14051_ll,city_17_brd14051_ll_t5_#0,0.08065681084739465,0.18747933188281862
city_17_brd14051_ll,city_17_brd14051_ll_r6_#0,0.09210230228805935,0.15772919717173534
city_17_brd14051_ll,city_17_brd14051_ll_r6_#0,0.04191814252015958,0.15772919717173534
city_17_brd14051_ll,city_17_brd14051_ll_r6_#0,0.2768493708197381,0.15772919717173534
city_17_brd14051_ll,city_17_brd14051_ll_t6_#0,0.05846347917564005,0.2599911069941154
city_17_brd14051_ll,city_17_brd14051_ll_t6_#0,0.03734609003781362,0.2599911069941154
city_17_brd14051_ll,city_17_brd14051_ll_t6_#0,0.02056184156260789,0.2599911069941154
city_17_brd14051_ll,city_17_brd14051_ll_r7_#0,0.05397999477136074,0.2597262368665815
city_17_brd14051_ll,city_17_brd14051_ll_r7_#0,0.02281465903050988,0.2597262368665815
city_17_brd14051_ll,city_17_brd14051_ll_r7_#0,0.015684345069339044,0.2597262368665815
city_17_brd14051_ll,city_17_brd14051_ll_t7_#0,0.010919873803649569,0.22085524407264173
city_17_brd14051_ll,city_17_brd14051_ll_t7_#0,0.013963392060611517,0.22085524407264173
city_17_brd14051_ll,city_17_brd14051_ll_t7_#0,0.00935138527947067,0.22085524407264173
city_17_brd14051_ll,city_17_brd14051_ll_r8_#0,0.15371797258948075,0.14450706027106758
city_17_brd14051_ll,city_17_brd14051_ll_r8_#0,0.025716560849819062,0.14450706027106758
city_17_brd14051_ll,city_17_brd14051_ll_r8_#0,0.053064671984897366,0.14450706027106758
city_17_brd14051_ll,city_17_brd14051_ll_t8_#0,0.025177732204975718,0.17926647729996043
city_17_brd14051_ll,city_17_brd14051_ll_t8_#0,0.05796740037760931,0.17926647729996043
city_17_brd14051_ll,city_17_brd14051_ll_t8_#0,0.22234392330352873,0.17926647729996043
city_17_brd14051_ll,city_17_brd14051_ll_r9_#0,0.10322353851413435,0.28740349290291567
city_17_brd14051_ll,city_17_brd14051_ll_r9_#0,0.06309041470632343,0.28740349290291567
city_17_brd14051_ll,city_17_brd14051_ll_r9_#0,0.08412847876000837,0.28740349290291567
city_17_brd14051_ll,city_17_brd14051_ll_t9_#0,0.22247638263033165,0.156632679499572
city_17_brd14051_ll,city_17_brd14051_ll_t9_#0,0.03396354681309322,0.156632679499572
city_17_brd14051_ll,city_17_brd14051_ll_t9_#0,0.10515932998620084,0.156632679499572
