Inst_a,Inst_b,Distance, Baseline
gaussian_18,gaussian_18_r0_#0,0.005765076005601608,0.0
gaussian_18,gaussian_18_r0_#0,0.0010230364998573894,0.0
gaussian_18,gaussian_18_r0_#0,0.0025922766447157818,0.0
gaussian_18,gaussian_18_r1_#0,0.004448687946911898,0.06147930042818195
gaussian_18,gaussian_18_r1_#0,0.0043671306646896405,0.06147930042818195
gaussian_18,gaussian_18_r1_#0,0.014462859602834822,0.06147930042818195
gaussian_18,gaussian_18_t1_#0,0.0016399864037170383,0.06204986724680295
gaussian_18,gaussian_18_t1_#0,0.001471901306942826,0.06204986724680295
gaussian_18,gaussian_18_t1_#0,0.0019428158819215107,0.06204986724680295
gaussian_18,gaussian_18_r2_#0,0.018241555627186046,0.1050052750015148
gaussian_18,gaussian_18_r2_#0,0.0021204518091400785,0.1050052750015148
gaussian_18,gaussian_18_r2_#0,0.002569179865617667,0.1050052750015148
gaussian_18,gaussian_18_t2_#0,0.0020694791197614516,0.1046074031384302
gaussian_18,gaussian_18_t2_#0,0.007265557980676146,0.1046074031384302
gaussian_18,gaussian_18_t2_#0,0.0035747274811613453,0.1046074031384302
gaussian_18,gaussian_18_r3_#0,0.009129777198360486,0.05742339505610372
gaussian_18,gaussian_18_r3_#0,0.0023671994249918446,0.05742339505610372
gaussian_18,gaussian_18_r3_#0,0.0036945681691828575,0.05742339505610372
gaussian_18,gaussian_18_t3_#0,0.010154884808866324,0.05965909720870732
gaussian_18,gaussian_18_t3_#0,0.0027325431616615605,0.05965909720870732
gaussian_18,gaussian_18_t3_#0,0.0032006733694581757,0.05965909720870732
gaussian_18,gaussian_18_r4_#0,0.0037183616509120117,0.012958544514308223
gaussian_18,gaussian_18_r4_#0,0.002685339362208585,0.012958544514308223
gaussian_18,gaussian_18_r4_#0,0.00512891876250338,0.012958544514308223
gaussian_18,gaussian_18_t4_#0,0.001865108397203005,0.013536970432336481
gaussian_18,gaussian_18_t4_#0,0.002561488555990092,0.013536970432336481
gaussian_18,gaussian_18_t4_#0,0.003331039196251916,0.013536970432336481
gaussian_18,gaussian_18_r5_#0,0.004599743689138252,0.07729197223839901
gaussian_18,gaussian_18_r5_#0,0.0028263793506816425,0.07729197223839901
gaussian_18,gaussian_18_r5_#0,0.006090396713018814,0.07729197223839901
gaussian_18,gaussian_18_t5_#0,0.002663232885481862,0.07717553028990898
gaussian_18,gaussian_18_t5_#0,0.0025987904190511195,0.07717553028990898
gaussian_18,gaussian_18_t5_#0,0.004902369315125132,0.07717553028990898
gaussian_18,gaussian_18_r6_#0,0.0033910320233877128,0.16620686752758596
gaussian_18,gaussian_18_r6_#0,0.0035601163906375257,0.16620686752758596
gaussian_18,gaussian_18_r6_#0,0.003039206114173237,0.16620686752758596
gaussian_18,gaussian_18_t6_#0,0.004578121299985649,0.16504440855888947
gaussian_18,gaussian_18_t6_#0,0.002867971652281611,0.16504440855888947
gaussian_18,gaussian_18_t6_#0,0.0054874782778447624,0.16504440855888947
gaussian_18,gaussian_18_r7_#0,0.0026873653936839753,0.1961307560557991
gaussian_18,gaussian_18_r7_#0,0.002512001138773745,0.1961307560557991
gaussian_18,gaussian_18_r7_#0,0.006243855703760543,0.1961307560557991
gaussian_18,gaussian_18_t7_#0,0.02597511852113813,0.19816133680588932
gaussian_18,gaussian_18_t7_#0,0.0029868615000875607,0.19816133680588932
gaussian_18,gaussian_18_t7_#0,0.004633192386864002,0.19816133680588932
gaussian_18,gaussian_18_r8_#0,0.004241954294839131,0.23805330709022476
gaussian_18,gaussian_18_r8_#0,0.013379017814637986,0.23805330709022476
gaussian_18,gaussian_18_r8_#0,0.00413322286240923,0.23805330709022476
gaussian_18,gaussian_18_t8_#0,0.0031081157915277386,0.23033318073394582
gaussian_18,gaussian_18_t8_#0,0.016797164879217463,0.23033318073394582
gaussian_18,gaussian_18_t8_#0,0.0038520482119116955,0.23033318073394582
gaussian_18,gaussian_18_r9_#0,0.00966729880948788,0.23805226589400508
gaussian_18,gaussian_18_r9_#0,0.0027121277736094325,0.23805226589400508
gaussian_18,gaussian_18_r9_#0,0.0048654349341606335,0.23805226589400508
gaussian_18,gaussian_18_t9_#0,0.003925656851766621,0.24586762224684444
gaussian_18,gaussian_18_t9_#0,0.010962449194086944,0.24586762224684444
gaussian_18,gaussian_18_t9_#0,0.007630362479393638,0.24586762224684444
